lfc,names,ambiguousNames
Scancode,"[""scancode://bsd-new-derivative"",""BSD-Derivative""]",[]
Scancode,"[""scancode://click-license"",""Click License""]",[]
Scancode,"[""scancode://safecopy-eula"",""SafeCopy EULA""]",[]
Scancode,"[""scancode://redis-source-available-1.0"",""Redis Source Available License 1.0""]",[]
Scancode,"[""scancode://hs-regexp-orig"",""Henry Spencer Original Regexp License""]",[]
Scancode,"[""scancode://aml"",""Apple MIT License"",""AML""]",[]
Scancode,"[""scancode://itu"",""ITU License""]",[]
Scancode,"[""scancode://fawkes-runtime-exception"",""Fawkes Runtime Exception to GPL 2.0 or later"",""Fawkes-Runtime-exception""]",[]
Scancode,"[""scancode://x11-r75"",""X11-R7.5""]",[]
Scancode,"[""scancode://gpl-3.0"",""GPL 3.0"",""GPL-3.0-only""]",[]
Scancode,"[""scancode://yahoo-browserplus-eula"",""Yahoo BrowserPlus EULA""]",[]
Scancode,"[""scancode://agpl-generic-additional-terms"",""AGPL Generic Additional Terms""]",[]
Scancode,"[""scancode://cal-1.0"",""CAL-1.0"",""CAL-1.0""]",[]
Scancode,"[""scancode://passive-aggressive"",""Passive-Aggressive License""]",[]
Scancode,"[""scancode://zuora-software"",""Zuora Software License""]",[]
Scancode,"[""scancode://arm-llvm-sga"",""ARM LLVM Grant""]",[]
Scancode,"[""scancode://us-govt-unlimited-rights"",""US Government Unlimited Rights""]",[]
Scancode,"[""scancode://unlimited-binary-linking"",""Unlimited Binary Linking Exception""]",[]
Scancode,"[""scancode://couchbase-enterprise"",""Couchbase Enterprise Edition License""]",[]
Scancode,"[""scancode://x11"",""X11 License"",""ICU""]",[]
Scancode,"[""scancode://tidy"",""Tidy License""]",[]
Scancode,"[""scancode://amd-historical"",""AMD Historical License""]",[]
Scancode,"[""scancode://ofl-1.0"",""OFL 1.0"",""OFL-1.0""]",[]
Scancode,"[""scancode://apache-2.0-runtime-library-exception"",""Apache 2.0 with Runtime Library Exception""]",[]
Scancode,"[""scancode://purdue-bsd"",""Purdue BSD-Style License""]",[]
Scancode,"[""scancode://mit-old-style"",""MIT Old Style""]",[]
Scancode,"[""scancode://adobe-scl"",""Adobe Source Code License 2006"",""Adobe-2006""]",[]
Scancode,"[""scancode://sun-bcl-11-08"",""Sun BCL 11 plus 8""]",[]
Scancode,"[""scancode://apache-2.0-linking-exception"",""Apache 2.0 with Linking Exception""]",[]
Scancode,"[""scancode://upx-exception-2.0-plus"",""UPX exception to GPL 2.0 or later""]",[]
Scancode,"[""scancode://okl"",""OKL license""]",[]
Scancode,"[""scancode://qt-qca-exception-2.0"",""Qt-QCA exception to GPL 2.0""]",[]
Scancode,"[""scancode://osl-2.1"",""OSL 2.1"",""OSL-2.1""]",[]
Scancode,"[""scancode://gpl-3.0-bison"",""GPL 3.0 or later with Bison exception""]",[]
Scancode,"[""scancode://gpl-3.0-openbd"",""GPL 3.0h with OpenBD exception""]",[]
Scancode,"[""scancode://apple-attribution"",""Apple Attribution License""]",[]
Scancode,"[""scancode://gpl-3.0-plus"",""GPL 3.0 or later"",""GPL-3.0-or-later""]",[]
Scancode,"[""scancode://gfdl-1.1-plus"",""GFDL 1.1 or later"",""GFDL-1.1-or-later""]",[]
Scancode,"[""scancode://broadcom-commercial"",""Broadcom Commercial Notice""]",[]
Scancode,"[""scancode://bsd-export"",""BSD-Export""]",[]
Scancode,"[""scancode://pfe-proprietary-notice"",""PFE Proprietary Notice""]",[]
Scancode,"[""scancode://ms-jdbc-driver-41-sql-server"",""MS JDBC Driver 4.1 for SQL Server""]",[]
Scancode,"[""scancode://adobe-air-sdk-2014"",""Adobe Air SDK EULA - 2014""]",[]
Scancode,"[""scancode://historical-sell-variant"",""Historical Permission Notice and Disclaimer - sell variant""]",[]
Scancode,"[""scancode://hot-potato"",""Hot Potato License""]",[]
Scancode,"[""scancode://tigra-calendar-3.2"",""Tigra Calendar 3.2 License""]",[]
Scancode,"[""scancode://haskell-report"",""Haskell Report License"",""HaskellReport""]",[]
Scancode,"[""scancode://dejavu-font"",""DejaVu Font License""]",[]
Scancode,"[""scancode://componentace-jcraft"",""ComponentAce JCraft License""]",[]
Scancode,"[""scancode://tsl-2018"",""TSL Agreement""]",[]
Scancode,"[""scancode://ijg"",""JPEG License"",""IJG""]",[]
Scancode,"[""scancode://ams-fonts"",""AMSFonts license""]",[]
Scancode,"[""scancode://ecos-exception-2.0"",""eCos Exception to GPL 2.0 or later"",""eCos-exception-2.0""]",[]
Scancode,"[""scancode://ms-asp-net-web-pages-templates"",""MS ASP.NET Web Pages Templates License""]",[]
Scancode,"[""scancode://intel-osl-1989"",""Intel OSL 1989""]",[]
Scancode,"[""scancode://rsa-proprietary"",""RSA Proprietary""]",[]
Scancode,"[""scancode://pftus-1.1"",""PFTUS-license""]",[]
Scancode,"[""scancode://gpl-2.0-javascript"",""GPL 2.0 with Javascript exception""]",[]
Scancode,"[""scancode://lppl-1.0"",""LPPL 1.0"",""LPPL-1.0""]",[]
Scancode,"[""scancode://sun-prop-non-commercial"",""Sun Proprietary Non-Commercial License""]",[]
Scancode,"[""scancode://bsd-axis-nomod"",""BSD-Axis without modification""]",[]
Scancode,"[""scancode://clear-bsd"",""Clear BSD License"",""BSD-3-Clause-Clear""]",[]
Scancode,"[""scancode://dtree"",""Dtree License""]",[]
Scancode,"[""scancode://fftpack-2004"",""FFTPACK License 2004""]",[]
Scancode,"[""scancode://ziplist5-geocode-end-user-enterprise"",""ZIPList5 Geocode End-User Enterprise License""]",[]
Scancode,"[""scancode://lgpl-2.1-plus-unlimited-linking"",""LGPL 2.1 or later with Unlimited linking exception""]",[]
Scancode,"[""scancode://nicta-psl"",""NICTA Public Software Licence 1.0""]",[]
Scancode,"[""scancode://x11-realmode"",""X11-Style (Realmode)""]",[]
Scancode,"[""scancode://psf-3.7.2"",""PSF Python License 3.7.2""]",[]
Scancode,"[""scancode://ldpc-1994"",""LDPC-1994""]",[]
Scancode,"[""scancode://damail"",""DAMAIL""]",[]
Scancode,"[""scancode://jsr-107-jcache-spec-2013"",""JSR-107 JCache Specification 2013 License""]",[]
Scancode,"[""scancode://spl-1.0"",""SPL 1.0"",""SPL-1.0""]",[]
Scancode,"[""scancode://make-human-exception"",""MakeHuman License""]",[]
Scancode,"[""scancode://cern-ohl-s-2.0"",""CERN-OHL-S-2.0"",""CERN-OHL-S-2.0""]",[]
Scancode,"[""scancode://nist-pd-fallback"",""NIST Public Domain Notice with fallback"",""NIST-PD-fallback""]",[]
Scancode,"[""scancode://artistic-1.0-cl8"",""Artistic 1.0 w/clause 8"",""Artistic-1.0-cl8""]",[]
Scancode,"[""scancode://lgpl-2.0-fltk"",""LGPL 2.0 with FLTK exception""]",[]
Scancode,"[""scancode://asn1"",""ASN.1 Object Dumping Code License""]",[]
Scancode,"[""scancode://gpl-2.0-plus-linking"",""GPL 2.0 or later with Linking exception""]",[]
Scancode,"[""scancode://vsl-1.0"",""Vovida Software License 1.0"",""VSL-1.0""]",[]
Scancode,"[""scancode://rh-eula"",""Red Hat EULA""]",[]
Scancode,"[""scancode://attribution"",""AAL"",""AAL""]",[]
Scancode,"[""scancode://patent-disclaimer"",""Generic patent disclaimer""]",[]
Scancode,"[""scancode://nosl-3.0"",""Non-Profit OSL 3.0"",""NPOSL-3.0""]",[]
Scancode,"[""scancode://ekioh"",""Ekioh License""]",[]
Scancode,"[""scancode://bzip2-libbzip-2010"",""bzip2 License 2010"",""bzip2-1.0.6""]",[]
Scancode,"[""scancode://dynarch-linkware"",""Dynarch Linkware Agreement""]",[]
Scancode,"[""scancode://adsl"",""Amazon Digital Services License"",""ADSL""]",[]
Scancode,"[""scancode://sun-javamail"",""Sun JavaMail""]",[]
Scancode,"[""scancode://tu-berlin"",""TU Berlin License 1.0"",""TU-Berlin-1.0""]",[]
Scancode,"[""scancode://nvidia-sdk-eula-v0.11"",""NVIDIA SDK EULA v0.11""]",[]
Scancode,"[""scancode://parity-7.0.0"",""The Parity Public License 7.0.0"",""Parity-7.0.0""]",[]
Scancode,"[""scancode://hauppauge-firmware-eula"",""Hauppauge Firmware EULA""]",[]
Scancode,"[""scancode://ms-platform-sdk"",""MS Platform SDK License""]",[]
Scancode,"[""scancode://dhtmlab-public"",""dhtmlab Public License""]",[]
Scancode,"[""scancode://hippocratic-2.0"",""Hippocratic License 2.0""]",[]
Scancode,"[""scancode://stu-nicholls"",""Stu Nicholls License""]",[]
Scancode,"[""scancode://gfdl-1.1"",""GFDL 1.1"",""GFDL-1.1-only""]",[]
Scancode,"[""scancode://intel-bsd"",""Intel BSD License""]",[]
Scancode,"[""scancode://qlogic-microcode"",""QLogic Microcode""]",[]
Scancode,"[""scancode://opensaml-1.0"",""OpenSAML License v1""]",[]
Scancode,"[""scancode://cmigemo"",""C/Migemo License""]",[]
Scancode,"[""scancode://selinux-nsa-declaration-1.0"",""selinux-nsa-declaration-1.0"",""libselinux-1.0""]",[]
Scancode,"[""scancode://wxwindows-r-3.0"",""wxWindows Restricted Licence 3.0""]",[]
Scancode,"[""scancode://musl-exception"",""musl attribution exception""]",[]
Scancode,"[""scancode://dsdp"",""DSDP License"",""DSDP""]",[]
Scancode,"[""scancode://oracle-bcl-jsse-1.0.3"",""Oracle BCL for JSSE 1.0.3 for CDC 1.0.2""]",[]
Scancode,"[""scancode://bigelow-holmes"",""Bigelow & Holmes Lucida Fonts License""]",[]
Scancode,"[""scancode://cc-by-nc-sa-2.5"",""CC-BY-NC-SA-2.5"",""CC-BY-NC-SA-2.5""]",[]
Scancode,"[""scancode://ms-visual-2015-sdk"",""MS Visual Studio 2015 SDK""]",[]
Scancode,"[""scancode://independent-module-linking-exception"",""Independent Module Linking Exception""]",[]
Scancode,"[""scancode://fpl"",""Freeware Public License (FPL)""]",[]
Scancode,"[""scancode://fastcgi-devkit"",""FastCGI DevKit"",""OML""]",[]
Scancode,"[""scancode://acdl-1.0"",""ACDL 1.0""]",[]
Scancode,"[""scancode://mit-no-advert-export-control"",""MIT no advertising with Export Control""]",[]
Scancode,"[""scancode://ms-jdbc-driver-40-sql-server"",""MS JDBC Driver 4.0 for SQL Server""]",[]
Scancode,"[""scancode://helix"",""Helix DNA License""]",[]
Scancode,"[""scancode://diffmark"",""diffmark License"",""diffmark""]",[]
Scancode,"[""scancode://mit-old-style-no-advert"",""MIT Old Style no advertising"",""NTP""]",[]
Scancode,"[""scancode://cnri-python-1.6.1"",""CNRI Python 1.6.1"",""CNRI-Python-GPL-Compatible""]",[]
Scancode,"[""scancode://json-js-pd"",""JSON-js-PD""]",[]
Scancode,"[""scancode://frameworx-1.0"",""Frameworx 1.0"",""Frameworx-1.0""]",[]
Scancode,"[""scancode://lzma-sdk-2008"",""LZMA SDK 2008""]",[]
Scancode,"[""scancode://sun-project-x"",""Sun Project X""]",[]
Scancode,"[""scancode://can-ogl-british-columbia-2.0"",""OGL British Columbia 2.0""]",[]
Scancode,"[""scancode://jscheme"",""Jscheme License""]",[]
Scancode,"[""scancode://simpl-1.1"",""SimPL 1.1""]",[]
Scancode,"[""scancode://blueoak-1.0.0"",""Blue Oak Model License 1.0.0"",""BlueOak-1.0.0""]",[]
Scancode,"[""scancode://x11-dec1"",""X11-Style (DEC 1)""]",[]
Scancode,"[""scancode://jsfromhell"",""JSFromHell License""]",[]
Scancode,"[""scancode://libcap"",""libcap License""]",[]
Scancode,"[""scancode://paraview-1.2"",""ParaView License 1.2""]",[]
Scancode,"[""scancode://mit-readme"",""MIT README License""]",[]
Scancode,"[""scancode://freemarker"",""FreeMarker License""]",[]
Scancode,"[""scancode://wrox"",""Wrox Press License""]",[]
Scancode,"[""scancode://cecill-b"",""CeCILL-B License"",""CECILL-B""]",[]
Scancode,"[""scancode://ccrc-1.0"",""Common Cure Rights Commitment v1.0""]",[]
Scancode,"[""scancode://openjdk-classpath-exception-2.0"",""OpenJDK Classpath exception to GPL 2.0""]",[]
Scancode,"[""scancode://errbot-exception"",""Errbot exception""]",[]
Scancode,"[""scancode://activestate-community-2012"",""ActiveState Community License 2012""]",[]
Scancode,"[""scancode://condor-1.1"",""Condor Public License 1.1"",""Condor-1.1""]",[]
Scancode,"[""scancode://lgpl-2.1-nokia-qt-1.0"",""Nokia Qt LGPL Exception 1.0""]",[]
Scancode,"[""scancode://info-zip-2004-05"",""Info-Zip License 2004-05""]",[]
Scancode,"[""scancode://pngsuite"",""PngSuite License""]",[]
Scancode,"[""scancode://tex-exception"",""TeX exception to GPL 3.0""]",[]
Scancode,"[""scancode://gpl-2.0"",""GPL 2.0"",""GPL-2.0-only""]",[]
Scancode,"[""scancode://mpl-2.0-no-copyleft-exception"",""MPL 2.0 with no copyleft exception"",""MPL-2.0-no-copyleft-exception""]",[]
Scancode,"[""scancode://things-i-made-public-license"",""Things I Made (TIM) Public License""]",[]
Scancode,"[""scancode://scancode-acknowledgment"",""ScanCode acknowledgment""]",[]
Scancode,"[""scancode://kevlin-henney"",""Kevlin Henney License""]",[]
Scancode,"[""scancode://sgi-freeb-1.1"",""SGI Free Software License B 1.1"",""SGI-B-1.1""]",[]
Scancode,"[""scancode://cdla-permissive-1.0"",""CDLA Permissive 1.0"",""CDLA-Permissive-1.0""]",[]
Scancode,"[""scancode://agpl-3.0-plus"",""AGPL 3.0 or later"",""AGPL-3.0-or-later""]",[]
Scancode,"[""scancode://rackspace"",""Rackspace License""]",[]
Scancode,"[""scancode://planet-source-code"",""Planet Source Code License""]",[]
Scancode,"[""scancode://ms-asp-net-mvc3"",""MS ASP.NET MVC3""]",[]
Scancode,"[""scancode://gpl-2.0-plus-upx"",""GPL 2.0 or later with UPX exception""]",[]
Scancode,"[""scancode://mit-export-control"",""MIT with Export Control"",""Xerox""]",[]
Scancode,"[""scancode://license-file-reference"",""license-file-reference""]",[]
Scancode,"[""scancode://qt-commercial-1.1"",""Qt Commercial License v1.1""]",[]
Scancode,"[""scancode://jam"",""Jam License""]",[]
Scancode,"[""scancode://adobe-air-sdk"",""Adobe AIR SDK EULA - 2008""]",[]
Scancode,"[""scancode://quirksmode"",""Quirksmode Copyright Notice""]",[]
Scancode,"[""scancode://java-app-stub"",""Java App Stub License""]",[]
Scancode,"[""scancode://sun-sissl-1.0"",""Sun Industry Standards Source License 1.0""]",[]
Scancode,"[""scancode://sendmail-8.23"",""Sendmail License 8.23"",""Sendmail-8.23""]",[]
Scancode,"[""scancode://classic-vb"",""Classic VB License""]",[]
Scancode,"[""scancode://gpl-2.0-broadcom-linking"",""GPL 2.0 with Broadcom Linking Exception""]",[]
Scancode,"[""scancode://httpget"",""httpget notice and disclaimer""]",[]
Scancode,"[""scancode://qwt-1.0"",""Qwt License 1.0 Deprecated""]",[]
Scancode,"[""scancode://bsd-original-uc"",""BSD-Original-UC"",""BSD-4-Clause-UC""]",[]
Scancode,"[""scancode://ogc-document-2020"",""OGC Document Notice 2020""]",[]
Scancode,"[""scancode://interbase-1.0"",""Interbase Public License 1.0"",""Interbase-1.0""]",[]
Scancode,"[""scancode://jsr-107-jcache-spec"",""JSR-107 JCache Specification License""]",[]
Scancode,"[""scancode://stanford-mrouted"",""Stanford mrouted License""]",[]
Scancode,"[""scancode://gpl-generic-additional-terms"",""GPL Generic Additional Terms""]",[]
Scancode,"[""scancode://agpl-1.0-plus"",""AGPL 1.0 or later"",""AGPL-1.0-or-later""]",[]
Scancode,"[""scancode://abrms"",""ABRMS""]",[]
Scancode,"[""scancode://unknown-spdx"",""unknown SPDX""]",[]
Scancode,"[""scancode://gnu-javamail-exception"",""GNU JavaMail exception to GPL 2.0 or later"",""gnu-javamail-exception""]",[]
Scancode,"[""scancode://carnegie-mellon-contributors"",""Carnegie Mellon Contributors""]",[]
Scancode,"[""scancode://sun-iiop"",""Sun IIOP License""]",[]
Scancode,"[""scancode://brent-corkum"",""Brent Corkum License""]",[]
Scancode,"[""scancode://bsd-original-uc-1990"",""BSD-Original-UC-1990""]",[]
Scancode,"[""scancode://bsla"",""BSLA""]",[]
Scancode,"[""scancode://windriver-commercial"",""Wind River License""]",[]
Scancode,"[""scancode://sun-bcl-openjdk"",""Sun BCL OpenJDK""]",[]
Scancode,"[""scancode://vim"",""VIM License"",""Vim""]",[]
Scancode,"[""scancode://hp-netperf"",""HP Netperf License""]",[]
Scancode,"[""scancode://avisynth-c-interface-exception"",""Avisynth C Interface Exception""]",[]
Scancode,"[""scancode://bootloader-exception"",""Bootloader Distribution Exception to GPL 2.0"",""Bootloader-exception""]",[]
Scancode,"[""scancode://freertos-exception-2.0"",""FreeRTOS exception to GPL 2.0"",""freertos-exception-2.0""]",[]
Scancode,"[""scancode://msppl"",""MSPPL""]",[]
Scancode,"[""scancode://lgpl-3.0-plus-openssl"",""LGPL 3.0 or later with OpenSSL exception""]",[]
Scancode,"[""scancode://newran"",""Newran License""]",[]
Scancode,"[""scancode://scsl-3.0"",""Sun Community Source License 3.0""]",[]
Scancode,"[""scancode://dvipdfm"",""dvipdfm License"",""dvipdfm""]",[]
Scancode,"[""scancode://lucent-pl-1.0"",""Lucent Public License 1.0"",""LPL-1.0""]",[]
Scancode,"[""scancode://sun-java-transaction-api"",""Sun Java Transaction API License""]",[]
Scancode,"[""scancode://paint-net"",""Paint.NET License""]",[]
Scancode,"[""scancode://eupl-1.1"",""EUPL 1.1"",""EUPL-1.1""]",[]
Scancode,"[""scancode://regexp"",""Regexp License"",""Spencer-86""]",[]
Scancode,"[""scancode://gpl-3.0-aptana"",""GPL 3.0 with Aptana exception""]",[]
Scancode,"[""scancode://bugsense-sdk"",""BugSense SDK License""]",[]
Scancode,"[""scancode://ms-research-shared-source"",""MS Research Shared Source License""]",[]
Scancode,"[""scancode://ibm-jre"",""IBM JRE License""]",[]
Scancode,"[""scancode://bsd-3-clause-sun"",""BSD 3-Clause Sun""]",[]
Scancode,"[""scancode://h2-1.0"",""H2 1.0""]",[]
Scancode,"[""scancode://tenable-nessus"",""Tenable Nessus License""]",[]
Scancode,"[""scancode://cc-by-2.0"",""CC-BY-2.0"",""CC-BY-2.0""]",[]
Scancode,"[""scancode://xfree86-1.0"",""XFree86 License 1.0""]",[]
Scancode,"[""scancode://libwebsockets-exception"",""libwebsockets exception to LGPL 2.1""]",[]
Scancode,"[""scancode://saxpath"",""Saxpath License"",""Saxpath""]",[]
Scancode,"[""scancode://4suite-1.1"",""4Suite 1.1""]",[]
Scancode,"[""scancode://openldap-2.5"",""OpenLDAP Public License 2.5"",""OLDAP-2.5""]",[]
Scancode,"[""scancode://classpath-exception-2.0"",""Classpath exception to GPL 2.0 or later"",""Classpath-exception-2.0""]",[]
Scancode,"[""scancode://copyleft-next-0.3.0"",""copyleft-next 0.3.0"",""copyleft-next-0.3.0""]",[]
Scancode,"[""scancode://libtool-exception-2.0"",""GNU Libtool exception to GPL 2.0"",""Libtool-exception""]",[]
Scancode,"[""scancode://x11-tektronix"",""X11-Style (Tektronix)""]",[]
Scancode,"[""scancode://info-zip-2003-05"",""Info-Zip License 2003-05""]",[]
Scancode,"[""scancode://ms-invisible-eula-1.0"",""MS Invisible Computing EULA 1.0""]",[]
Scancode,"[""scancode://openssl-exception-agpl-3.0-plus"",""OpenSSL exception to AGPL 3.0 or later""]",[]
Scancode,"[""scancode://oracle-sql-developer"",""Oracle SQL Developer License Terms""]",[]
Scancode,"[""scancode://alasir"",""Alasir Licence""]",[]
Scancode,"[""scancode://gpl-1.0"",""GPL 1.0"",""GPL-1.0-only""]",[]
Scancode,"[""scancode://openorb-1.0"",""OpenORB Community License 1.0""]",[]
Scancode,"[""scancode://crystal-stacker"",""Crystal Stacker License"",""CrystalStacker""]",[]
Scancode,"[""scancode://bsd-top"",""BSD-Top""]",[]
Scancode,"[""scancode://rcsl-2.0"",""RCSL R&D 2.0""]",[]
Scancode,"[""scancode://stream-benchmark"",""STREAM Benchmark License""]",[]
Scancode,"[""scancode://oracle-bcl-javase-platform-javafx-2013"",""Oracle BCL for Java SE and JavaFX 2013 Restricted""]",[]
Scancode,"[""scancode://intel-code-samples"",""Intel Code Samples License""]",[]
Scancode,"[""scancode://paolo-messina-2000"",""Paolo Messina 2000""]",[]
Scancode,"[""scancode://magpie-exception-1.0"",""MAgPIE Exception to AGPL 3.0""]",[]
Scancode,"[""scancode://lzma-sdk-original"",""LZMA SDK Original""]",[]
Scancode,"[""scancode://sun-bcl-javahelp"",""Sun BCL JavaHelp""]",[]
Scancode,"[""scancode://aptana-exception-3.0"",""Aptana exception to GPL 3.0""]",[]
Scancode,"[""scancode://shavlik-eula"",""Shavlik Technologies EULA""]",[]
Scancode,"[""scancode://eclipse-sua-2003"",""Eclipse Foundation Software User Agreement 2003""]",[]
Scancode,"[""scancode://bsd-new-far-manager"",""BSD-3-Clause with Far Manager exception""]",[]
Scancode,"[""scancode://pd-mit"",""Modified MIT License for Public Domain software""]",[]
Scancode,"[""scancode://apple-attribution-1997"",""Apple Attribution 1997""]",[]
Scancode,"[""scancode://wol"",""Wide Open License""]",[]
Scancode,"[""scancode://cockroachdb-use-grant-for-bsl-1.1"",""CockroachDB Use Grant for BSL 1.1""]",[]
Scancode,"[""scancode://ms-reactive-extensions-eula"",""MS Reactive Extensions EULA""]",[]
Scancode,"[""scancode://w3c-software-20021231"",""W3C-SOFTWARE-20021231""]",[]
Scancode,"[""scancode://lgpllr"",""LGPLLR"",""LGPLLR""]",[]
Scancode,"[""scancode://nwhm"",""Non White Heterosexual Male""]",[]
Scancode,"[""scancode://linking-exception-lgpl-3.0"",""Linking exception to LGPL 3.0""]",[]
Scancode,"[""scancode://esri"",""Esri License""]",[]
choosealicense.com,"[""zlib"",""Zlib""]",[]
choosealicense.com,"[""postgresql"",""PostgreSQL""]",[]
choosealicense.com,"[""isc"",""ISC""]",[]
choosealicense.com,"[""lppl-1.3c"",""LPPL-1.3c""]",[]
choosealicense.com,"[""epl-2.0"",""EPL-2.0""]",[]
choosealicense.com,"[""artistic-2.0"",""Artistic-2.0""]",[]
choosealicense.com,"[""ms-rl"",""MS-RL""]",[]
choosealicense.com,"[""mit"",""MIT""]",[]
choosealicense.com,"[""vim"",""Vim""]",[]
choosealicense.com,"[""epl-1.0"",""EPL-1.0""]",[]
choosealicense.com,"[""agpl-3.0"",""AGPL-3.0"",""GNU AGPLv3""]",[]
choosealicense.com,"[""gpl-3.0"",""GPL-3.0"",""GNU GPLv3""]",[]
choosealicense.com,"[""osl-3.0"",""OSL-3.0""]",[]
choosealicense.com,"[""bsd-2-clause"",""BSD-2-Clause""]",[]
choosealicense.com,"[""mpl-2.0"",""MPL-2.0""]",[]
choosealicense.com,"[""eupl-1.2"",""EUPL-1.2""]",[]
choosealicense.com,"[""cecill-2.1"",""CECILL-2.1""]",[]
choosealicense.com,"[""0bsd"",""0BSD""]",[]
choosealicense.com,"[""lgpl-3.0"",""LGPL-3.0"",""GNU LGPLv3""]",[]
choosealicense.com,"[""cc0-1.0"",""CC0-1.0""]",[]
choosealicense.com,"[""unlicense"",""Unlicense""]",[]
choosealicense.com,"[""apache-2.0"",""Apache-2.0""]",[]
choosealicense.com,"[""cc-by-sa-4.0"",""CC-BY-SA-4.0""]",[]
choosealicense.com,"[""eupl-1.1"",""EUPL-1.1""]",[]
choosealicense.com,"[""bsd-3-clause-clear"",""BSD-3-Clause-Clear"",""Clear BSD""]",[]
choosealicense.com,"[""ms-pl"",""MS-PL""]",[]
choosealicense.com,"[""lgpl-2.1"",""LGPL-2.1"",""GNU LGPLv2.1""]",[]
choosealicense.com,"[""wtfpl"",""WTFPL""]",[]
choosealicense.com,"[""gpl-2.0"",""GPL-2.0"",""GNU GPLv2""]",[]
choosealicense.com,"[""ncsa"",""NCSA"",""UIUC/NCSA""]",[]
choosealicense.com,"[""afl-3.0"",""AFL-3.0""]",[]
choosealicense.com,"[""bsd-4-clause"",""BSD-4-Clause""]",[]
choosealicense.com,"[""upl-1.0"",""UPL-1.0""]",[]
choosealicense.com,"[""ofl-1.1"",""OFL-1.1""]",[]
choosealicense.com,"[""ecl-2.0"",""ECL-2.0""]",[]
choosealicense.com,"[""cc-by-4.0"",""CC-BY-4.0""]",[]
choosealicense.com,"[""odbl-1.0"",""ODbL-1.0"",""ODbL""]",[]
choosealicense.com,"[""bsd-3-clause"",""BSD-3-Clause""]",[]
choosealicense.com,"[""bsl-1.0"",""BSL-1.0""]",[]
Fedora Project Wiki,"[""3dfx Glide License""]",[]
Fedora Project Wiki,"[""4Suite Copyright License""]",[]
Fedora Project Wiki,"[""Abstyles License""]",[]
Fedora Project Wiki,"[""Academic Free License""]",[]
Fedora Project Wiki,"[""Academy of Motion Picture Arts and Sciences BSD""]",[]
Fedora Project Wiki,"[""Adobe Systems Incorporated Source Code License Agreement""]",[]
Fedora Project Wiki,"[""Adobe Postscript AFM License""]",[]
Fedora Project Wiki,"[""Adobe Glyph List License""]",[]
Fedora Project Wiki,"[""Affero General Public License 1.0""]",[]
Fedora Project Wiki,"[""Affero General Public License 3.0""]",[]
Fedora Project Wiki,"[""Affero General Public License 3.0 or later""]",[]
Fedora Project Wiki,"[""Affero General Public License 3.0 with Zarafa trademark exceptions""]",[]
Fedora Project Wiki,"[""Afmparse License""]",[]
Fedora Project Wiki,"[""Amazon Digital Services License""]",[]
Fedora Project Wiki,"[""AMD's plpa_map.c License""]",[]
Fedora Project Wiki,"[""ANTLR Software Rights Notice""]",[]
Fedora Project Wiki,"[""Apache Software License 1.0""]",[]
Fedora Project Wiki,"[""Apache Software License 1.1""]",[]
Fedora Project Wiki,"[""Apache Software License 2.0""]",[]
Fedora Project Wiki,"[""App::s2p License""]",[]
Fedora Project Wiki,"[""Apple MIT License""]",[]
Fedora Project Wiki,"[""Apple Public Source License 2.0""]",[]
Fedora Project Wiki,"[""Array Input Method Public License""]",[]
Fedora Project Wiki,"[""Artistic (clarified)""]",[]
Fedora Project Wiki,"[""Artistic 2.0""]",[]
Fedora Project Wiki,"[""Aspell-ru License""]",[]
Fedora Project Wiki,"[""Attribution Assurance License""]",[]
Fedora Project Wiki,"[""Bahyph License""]",[]
Fedora Project Wiki,"[""Barr License""]",[]
Fedora Project Wiki,"[""Beerware License""]",[]
Fedora Project Wiki,"[""BeOpen Open Source License Agreement Version 1""]",[]
Fedora Project Wiki,"[""Bibtex License""]",[]
Fedora Project Wiki,"[""BitTorrent License""]",[]
Fedora Project Wiki,"[""Boost Software License""]",[]
Fedora Project Wiki,"[""Borceux license""]",[]
Fedora Project Wiki,"[""BSD + Patent""]",[]
Fedora Project Wiki,"[""BSD License (original)""]",[]
Fedora Project Wiki,"[""BSD with attribution""]",[]
Fedora Project Wiki,"[""BSD License (no advertising)""]",[]
Fedora Project Wiki,"[""BSD License (two clause)""]",[]
Fedora Project Wiki,"[""BSD Protection License""]",[]
Fedora Project Wiki,"[""Computer Associates Trusted Open Source License 1.1""]",[]
Fedora Project Wiki,"[""CeCILL License v1.1""]",[]
Fedora Project Wiki,"[""CeCILL License v2""]",[]
Fedora Project Wiki,"[""CeCILL-B License""]",[]
Fedora Project Wiki,"[""CeCILL-C License""]",[]
Fedora Project Wiki,"[""Celtx Public License (CePL)""]",[]
Fedora Project Wiki,"[""CMU License (BSD like)""]",[]
Fedora Project Wiki,"[""CNRI License (Old Python)""]",[]
Fedora Project Wiki,"[""Common Development Distribution License 1.0""]",[]
Fedora Project Wiki,"[""Common Development Distribution License 1.1""]",[]
Fedora Project Wiki,"[""Common Public License""]",[]
Fedora Project Wiki,"[""Condor Public License""]",[]
Fedora Project Wiki,"[""Copyright Attribution Only""]",[]
Fedora Project Wiki,"[""CPAL License 1.0""]",[]
Fedora Project Wiki,"[""CP/M License""]",[]
Fedora Project Wiki,"[""CRC32 License""]",[]
Fedora Project Wiki,"[""Creative Commons BSD""]",[]
Fedora Project Wiki,"[""Creative Commons GNU GPL""]",[]
