GNU GPLv3;GNU General Public License 3.0;GNU General Public License v3.0 only;GNU General Public License v3.0 or later;GNU General Public License, Version 3.0;GPL 3.0;GPL 3.0 or later;GPL-3.0;GPL-3.0-only;GPL-3.0-or-later;License :: OSI Approved :: GNU General Public License (GPL);License :: OSI Approved :: GNU General Public License v3 (GPLv3);gpl-3.0;gpl-3.0-plus
CC-BY-NC-SA-2.5;Creative Commons Attribution Non Commercial Share Alike 2.5 Generic;cc-by-nc-sa-2.5
CC-BY-NC-SA-3.0;Creative Commons Attribution Non Commercial Share Alike 3.0 Unported;cc-by-nc-sa-3.0
CC-BY-ND-1.0;Creative Commons Attribution No Derivatives 1.0 Generic;cc-by-nd-1.0
CC-BY-ND-2.0;Creative Commons Attribution No Derivatives 2.0 Generic;cc-by-nd-2.0
CC-BY-ND-2.5;Creative Commons Attribution No Derivatives 2.5 Generic;cc-by-nd-2.5
CC-BY-ND-3.0;Creative Commons Attribution No Derivatives 3.0 Unported;cc-by-nd-3.0
CC-BY-SA-1.0;Creative Commons Attribution Share Alike 1.0 Generic;cc-by-sa-1.0
CC-BY-SA-2.0;Creative Commons Attribution Share Alike 2.0 Generic;cc-by-sa-2.0
CC-BY-SA-2.5;Creative Commons Attribution Share Alike 2.5 Generic;cc-by-sa-2.5
CC-BY-SA-3.0;Creative Commons Attribution Share Alike 3.0 Unported;cc-by-sa-3.0
CERN Open Hardware License v1.1;CERN-OHL-1.1;cern-ohl-1.1
CERN Open Hardware Licence v1.2;CERN-OHL-1.2;cern-ohl-1.2
CNRI Jython License;CNRI-Jython;cnri-jython
Caldera;Caldera License;caldera
Crossword;Crossword License;crossword
Cube;Cube License;cube
D-FSL-1.0;Deutsche Freie Software Lizenz;d-fsl-1.0-de
DSDP;DSDP License;dsdp
Dotseqn;Dotseqn License;dotseqn
EU DataGrid Software License;EUDatagrid;eu-datagrid
Eurosym;Eurosym License;eurosym
FSF All Permissive License;FSFAP;fsf-ap
GL2PS;GL2PS License;gl2ps
Glulxe;Glulxe License;glulxe
HPND;Historical Permission Notice and Disclaimer;historical
HPND-sell-variant;Historical Permission Notice and Disclaimer - sell variant;historical-sell-variant
ImageMagick;ImageMagick License;imagemagick
Imlib2;Imlib2 License;imlib2
JSON;JSON License;json
LAL-1.2;Licence Art Libre 1.2;lal-1.2
LAL-1.3;Licence Art Libre 1.3;lal-1.3
LGPLLR;Lesser General Public License For Linguistic Resources;lgpllr
Latex2e;Latex2e License;latex2e
Leptonica;Leptonica License;leptonica
LiLiQ-Rplus-1.1;Licence Libre du Québec – Réciprocité forte version 1.1;liliq-rplus-1.1
Linux Kernel Variant of OpenIB.org license;Linux-OpenIB;linux-openib
MIT-enna;enna;enna License
MTLL;Matrix Template Library License;mtll
Multics;Multics License;multics
Mup;Mup License;mup
NBPL-1.0;Net Boolean Public License v1;nbpl-1.0
NLOD-1.0;Norwegian Licence for Open Government Data;nlod-1.0
NLPL;No Limit Public License;nlpl
NRL;NRL License;nrl
Newsletr;Newsletr License;newsletr
Noweb;Noweb License;noweb
OCCT-PL;Open CASCADE Technology Public License;occt-pl
ODC-By-1.0;Open Data Commons Attribution License v1.0;odc-by-1.0
OSET Public License version 2.1;OSET-PL-2.1;oset-pl-2.1
Qhull;Qhull License;qhull
Rdisc;Rdisc License;rdisc
Ruby;Ruby License;ruby
SAX-PD;Sax Public Domain Notice;sax-pd
SMPPL;Secure Messaging Protocol Public License;smppl
SNIA;SNIA Public License 1.1;snia
Saxpath;Saxpath License;saxpath
Sendmail;Sendmail License;sendmail
Sendmail License 8.23;Sendmail-8.23;sendmail-8.23
TAPR Open Hardware License v1.0;TAPR-OHL-1.0;tapr-ohl-1.0
TCL;TCL/TK License;tcl
TCP Wrappers License;TCP-wrappers;tcp-wrappers
TMate;TMate Open Source License;tmate
Unicode Terms of Use;Unicode-TOU;unicode-tou
Wsuipa;Wsuipa License;wsuipa
XSkat;XSkat License;xskat
Zed;Zed License;zed
cURL License;curl;curl License
diffmark;diffmark License;diffmark license
gSOAP Public License v1.3b;gSOAP-1.3b;gsoap-1.3b
PS Utilities License;psutils;psutils License
ZLIB License with Acknowledgment;zlib-acknowledgement;zlib/libpng License with Acknowledgement
GPL 2.0 or later with eCos Exception;eCos-2.0;ecos
The wxWindows Library Licence;WXwindows;wxWindows Library License
GPL 2.0 or later with GCC LInking exception;GPL-2.0-with-GCC-exception;gpl-2.0-gcc
wxWindows;wxWindows Library Licence 3.1;wxwindows
Fawkes Runtime Exception to GPL 2.0 or later;Fawkes-Runtime-exception;fawkes-runtime-exception
GCC exception to GPL 3.0 or later;GCC-exception-3.1;gcc-exception-3.1
Statistics Canada Open Licence Agreement;scola-en;scola-fr
eCos Exception to GPL 2.0 or later;eCos-exception-2.0;ecos-exception-2.0
Font exception to GPL;Font-exception-2.0;font-exception-gpl
LZMA exception to CPL 1.0;LZMA-exception;lzma-cpl-exception
WxWindows Library Exception to GPL 2.0 or later;WxWindows-exception-3.1;wxwindows-exception-3.1
OGL Canada 2.0;can-ogl-2.0-en;ogl-canada-2.0-fr
Qt GPL exception 1.0;Qt-GPL-exception-1.0;qt-gpl-exception-1.0
GNU Libtool exception to GPL 2.0;Libtool-exception;libtool-exception-2.0
GPL 2.0 with font exception;GPL-2.0-with-font-exception;gpl-2.0-font
LLVM Exception to Apache 2.0;LLVM-exception;llvm-exception
OCCT-exception-1.0;Open CASCADE Exception to LGPL 2.1;occt-exception-1.0
DigiRule FOSS Exception to GPL 2.0;DigiRule-FOSS-exception;digirule-foss-exception
GPL 2.0 with classpath exception;GPL-2.0-with-classpath-exception;gpl-2.0-classpath
Classpath exception to GPL 2.0 or later;Classpath-exception-2.0;classpath-exception-2.0
JPNIC idnkit license;jpnic;jpnic-idnkit
CLISP Exception to GPL 2.0;CLISP-exception-2.0;clisp-exception-2.0
Qwt exception to LGPL 2.1;Qwt-exception-1.0;qwt-exception-1.0
Linux Syscall Exception to GPL;Linux-syscall-note;linux-syscall-exception-gpl
GPL Cooperation Commitment 1.0;GPL-CC-1.0;gplcc-1.0
OpenJDK Assembly exception to GPL 2.0;OpenJDK-assembly-exception-1.0;openjdk-assembly-exception-1.0
GPL 2.0 with Autoconf exception;GPL-2.0-with-autoconf-exception;gpl-2.0-autoconf
OCaml LGPL Linking Exception;OCaml-LGPL-linking-exception;ocaml-lgpl-linking-exception
FLTK exception to LGPL 2.0;FLTK-exception;fltk-exception-lgpl-2.0
GPL 3.0 with Autoconf exception;GPL-3.0-with-autoconf-exception;gpl-3.0-autoconf
GCC Linking exception to GPL 2.0 or later;GCC-exception-2.0;gcc-linking-exception-2.0
GPL 3.0 with GCC runtime library exception;GPL-3.0-with-GCC-exception;gpl-3.0-gcc
Qt LGPL exception 1.1;Qt-LGPL-exception-1.1;qt-lgpl-exception-1.1
Jabber Open Source License;License :: OSI Approved :: Jabber Open Source License;jabberpl
CVW;License :: OSI Approved :: MITRE Collaborative Virtual Workspace License (CVW);The MITRE Collaborative Virtual Workspace License
ADSL;Amazon Digital Services License
AFL-1.1;Academic Free License v1.1
AFL-1.2;Academic Free License v1.2
AFL-2.0;Academic Free License v2.0
AFL-2.1;Academic Free License v2.1
AGPL-1.0-only;Affero General Public License v1.0 only
AGPL-1.0-or-later;Affero General Public License v1.0 or later
AMD's plpa_map.c License;AMDPLPA
AML;Apple MIT License
AMPAS;Academy of Motion Picture Arts and Sciences BSD
ANTLR Software Rights Notice;ANTLR-PD
APAFML;Adobe Postscript AFM License
APSL-1.0;Apple Public Source License 1.0
APSL-1.1;Apple Public Source License 1.1
APSL-1.2;Apple Public Source License 1.2
Abstyles;Abstyles License
Adobe Systems Incorporated Source Code License Agreement;Adobe-2006
Adobe Glyph List License;Adobe-Glyph
Afmparse;Afmparse License
Aladdin;Aladdin Free Public License
Apache License 1.0;Apache-1.0
Artistic License 1.0 (Perl);Artistic-1.0-Perl
Artistic License 1.0 w/clause 8;Artistic-1.0-cl8
Bahyph;Bahyph License
Barr;Barr License
BitTorrent Open Source License v1.0;BitTorrent-1.0
Borceux;Borceux license
ClArtistic;Clarified Artistic License
DOC;DOC License
Giftware;Giftware License
JPNIC;Japan Network Information Center License
bzip2 and libbzip2 License v1.0.5;bzip2-1.0.5
copyleft-next 0.3.0;copyleft-next-0.3.0
copyleft-next 0.3.1;copyleft-next-0.3.1
dvipdfm;dvipdfm License
gnuplot;gnuplot License
psfrag;psfrag License
xinetd;xinetd License
LiLiQ-R+;Licence Libre du Québec – Réciprocité forte, Version 1.1
The Universal Permissive License (UPL), Version 1.0;UPL
UCL-1.0;ucl-1.0
MS ASP.NET Web Pages Templates License;ms-asp-net-web-pages-templates
HxD License;hxd
Public Domain;public-domain
Wi-Fi Alliance;wifi-alliance
SS-PL;ms-sspl
Larabie Fonts EULA;larabie
LGPL 2.1 with Qt Company Exception;lgpl-2.1-qt-company
Melange Public License;melange
Sun BCL Java Servlet Implementation 2.1.1;sun-bcl-java-servlet-imp-2.1.1
PSF Python License 3.7.2;psf-3.7.2
Sun IIOP License;sun-iiop
Nokia Qt LGPL Exception 1.1;lgpl-2.1-nokia-qt-1.1
SCRUB License;scrub
MS Office System Programs Software EULA;ms-office-system-programs-eula
Telerik EULA;telerik-eula
Carnegie Mellon Contributors;carnegie-mellon-contributors
UnboundID LDAP SDK Free Use License;ldap-sdk-free-use
Oracle Code Samples BSD-Style License;oracle-code-samples-bsd
EnergyPlus BSD-Style License;energyplus-bsd
WTFPL 1.0;wtfpl-1.0
Google Patent License for Go;google-patent-license-golang
Linking exception to AGPL 3.0;linking-exception-agpl-3.0
Oracle DevTools for Visual Studio .NET Development;oracle-devtools-vsnet-dev
GPL 2.0 with GNU IO Library exception;gpl-2.0-iolib
MS Device Emulator 3.0;ms-device-emulator-3.0
PS-or-PDF-font-exception-20170817;ps-or-pdf-font-exception-20170817
Generic CLA;generic-cla
GPL 2.0 or later with GeoServer exception;gpl-2.0-plus-geoserver
Sun EJB Specification 2.1;sun-ejb-spec-2.1
Unlimited Binary Linking Exception;unlimited-binary-linking
ilmid;ilmid License
LGPL 3.0 or later with OpenSSL exception;lgpl-3.0-plus-openssl
OpenJDK Exception;openjdk-exception
X11-Style (David R. Hanson);x11-hanson
Apple iTunes License;itunes
Paulo Soares License;paulo-soares
LGPL 3.0 or later with Cygwin exception;lgpl-3.0-cygwin
Nilsson Historical License;nilsson-historical
Intel Confidential;intel-confidential
Matthew Kwan License;matthew-kwan
Yahoo Messenger EULA;yahoo-messenger-eula
SaaS MIT License;saas-mit
Filament Group MIT License;filament-group-mit
GPL 2.0 plus Adaptec conditions;gpl-2.0-adaptec
Protobuf License;protobuf
Info-Zip License 2002-02;info-zip-2002-02
PDL-1.0;pdl-1.0
Unicode Inc License Agreement;unicode
MS Limited Public License;ms-limited-public
Philippe De Muyter License;philippe-de-muyter
Tanuki Community SLA 1.1;tanuki-community-sla-1.1
MS Entity Framework 5 License;ms-entity-framework-5
OpenSSL exception to LGPL 2.0 or later;openssl-exception-lgpl-2.0-plus
GPL 3.0 with Aptana exception;gpl-3.0-aptana
ScanCode acknowledgment;scancode-acknowledgment
X11-Style (Adobe-DEC);x11-adobe-dec
Tanuki Community SLA 1.0;tanuki-community-sla-1.0
Red Hat Trademarks License;red-hat-trademarks
LibMib License;libmib
GPL 2.0 with Dmitry Koterov additions;gpl-2.0-koterov
Supervisor License;supervisor
WTFNMFPL-1.0;wtfnmfpl-1.0
XML:DB Initiative Software License 1.0;xmldb-1.0
HP Netperf License;hp-netperf
Politepix Public License 1.0;politepix-pl-1.0
Intel Source Code License Agreement;intel-scl
San Francisco Font License;san-francisco-font
Dropbear-2016;dropbear-2016
EPO-OSL;epo-osl-2005.1
musl attribution exception;musl-exception
BSLA;bsla
ComponentAce JCraft License;componentace-jcraft
GPL 2.0 with Oracle OpenJDK classpath exception;gpl-2.0-oracle-openjdk
Splunk SLA;splunk-sla
JDOM License;jdom
OpenContent License 1.0;opl-1.0
UPX exception to GPL 2.0 or later;upx-exception-2.0-plus
Graphics Gems License;graphics-gems
Script# License;script-nikhilk
Flowplayer GPL 3.0;flowplayer-gpl-3.0
radvd;radvd License
Spark Jive License;spark-jive
Thomas Bandt License;thomas-bandt
GUST Font License 1.0;gust-font-1.0
MS JDBC Driver 4.1 for SQL Server;ms-jdbc-driver-41-sql-server
Unmodified Binary Distribution Licence;ubdl
JBoss EULA;jboss-eula
Sun JavaMail;sun-javamail
Javascript exception to GPL 2.0;javascript-exception-2.0
CPL 0.5;cpl-0.5
svndiff;svndiff License
CommonJ Timer License;commonj-timer
Info-Zip License 2001-01;info-zip-2001-01
IETF License;ietf
Sun SDK Specification 1.1;sun-sdk-spec-1.1
Intel BCL;intel-bcl
Independent Module Linking Exception;independent-module-linking-exception
Dropbear License;dropbear
ECMA Historical Code of Conduct in Patent Matters;ecma-patent-coc-0
IMAGEN License;imagen
OpenSSH License;openssh
Nortel DASA License;nortel-dasa
MS ASP.NET Software License;ms-asp-net-software
Linking exception to LGPL 2.1 or later;linking-exception-2.1-plus
MS Platform SDK License;ms-platform-sdk
JIDE SLA;jide-sla
Qt LInking Exception to GPL 2.0 or later;qt-kde-linking-exception
MediaInfo(Lib) License;mediainfo-lib
Unknown License reference;unknown-license-reference
Fabric Software and Services Agreement 2017;fabric-agreement-2017
Patent Disclaimer for OpenSSL;openssl-nokia-psk-contribution
Robert Hubley License;robert-hubley
Universal FOSS Exception v1.0;universal-foss-exception-1.0
OpenPBS 2.3;openpbs-2.3
CxImage License;cximage
RSA 1990;rsa-1990
UNIX Network Programming Book License;unpbook
Ubuntu Font Licence v1.0;ubuntu-font-1.0
IDT License Notice;idt-notice
OGL Nova Scotia 1.0;can-ogl-nova-scotia-1.0
Open Publication License 1.0;openpub
RCSL R&D 2.0;rcsl-2.0
MS-Permissive 1.1;ms-permissive-1.1
wxWindows Unrestricted Licence 3.0;wxwindows-u-3.0
Tizen SDK License;tizen-sdk
FreeBSD unmodified first lines License;freebsd-first
W3C-DOCS-19990405;w3c-docs-19990405
Douglas Young License;douglas-young
CGIC License;cgic
Intel OSL 1989;intel-osl-1989
SNMP4J-SMI License;snmp4j-smi
Ekioh License;ekioh
EPICS Open License;epics
VCalendar License;vcalendar
Vitesse Proprietary Notice;vitesse-prop
LGPL 2.1 with Digia Qt Exception;lgpl-2.1-digia-qt
Copyheart;copyheart
GPL 2.0 with GCC compiler exception;gpl-2.0-gcc-compiler-exception
Flex 2.5;flex-2.5
Zuora Software License;zuora-software
Sun BCL SDK 1.3;sun-bcl-sdk-1.3
MSNTP License;msntp
Takuya OOURA License;takuya-ooura
BSD-Simplified Intel;bsd-simplified-intel
NUnit v2 License;nunit-v2
MIT with Specification Disclaimer;mit-specification-disclaimer
Jasper 1.0;jasper-1.0
TI Broadband Applications License;ti-broadband-apps
WinZip Self-Extractor License;winzip-self-extractor
Freeware Public License (FPL);fpl
Dynamic Drive TOU;dynamic-drive-tou
Tested Software License;tested-software
Hauppauge Firmware EULA;hauppauge-firmware-eula
RTools.Util License;rtools-util
DivX Open License 1.0;divx-open-1.0
MS Supplemental License - ASP.NET 2.0 AJAX EXT;ms-asp-net-ajax-supplemental-terms
BSD-Original-UC-1990;bsd-original-uc-1990
BSD 3-Clause with GPL reference;bsd-top-gpl-addition
PfTijah Public License 1.1;pftijah-1.1
U-Boot exception to GPL 2.0;u-boot-exception-2.0
Generic Bare Warranty Disclaimer;warranty-disclaimer
Whistle Communications License;whistle
LZMA SDK 2006 Exception;lzma-sdk-2006-exception
Sun Community Source License 3.0;scsl-3.0
Open Directory License;odl
Sun BCL SDK 1.4.2;sun-bcl-sdk-1.4.2
softSurfer License;softsurfer
Oracle Commercial Database License 11g2;oracle-commercial-database-11g2
ITU-T License;itu-t
MS Silverlight 3 License;ms-silverlight-3
Qwt License 1.0 Deprecated;qwt-1.0
nexB SSLA 1.1.0;nexb-ssla-1.1.0
BSD-2-Clause no disclaimer with Unmodified requirement;bsd-no-disclaimer-unmodified
LSI Proprietary EULA;lsi-proprietary-eula
GPL 2.0 with Ice exception;gpl-2.0-ice
Fraunhofer FDK AAC Codec Library for Android;fraunhofer-fdk-aac-codec
GPL 2.0 with LMBench exception;gpl-2.0-lmbench
sRGB Profile Licensing Agreement;srgb
Oracle Web Sites TOU;oracle-web-sites-tou
US govt. Unlimited Rights;us-govt-unlimited-rights
MIT Addition License;mit-addition
MS NuGet-Based Package Manager License;ms-nuget-package-manager
Sun BCL OpenDMK;sun-bcl-opendmk
CC-BY-2.0-UK;cc-by-2.0-uk
BSD-Derivative;bsd-new-derivative
ICU License 58 and later;unicode-icu-58
OZPLB 1.0;ozplb-1.0
Collaborative Virtual Workspace License;cvwl
X11-Style (Keith Packard);x11-keith-packard
LGPL 2.0 or later with GCC exception;lgpl-2.0-plus-gcc
Compass License;compass
WS-Addressing Specification License;ws-addressing-spec
LZMA SDK Original;lzma-sdk-original
Broadcom Unpublished Source License;broadcom-unpublished-source
Synopsys MIT License;synopsys-mit
Term Readkey License;term-readkey
Zipeg License;zipeg
Naughter Software License;naughter
Softerra LDAP Browser EULA;softerra-ldap-browser-eula
Sun GlassFish License;sun-glassfish
Sencha Commercial License 1.1;sencha-commercial
Notre Dame License;notre-dame
Dennis Ferguson License;dennis-ferguson
OTN License;otn-dev-dist
GPL 2.0 or later with Subcommander exception;gpl-2.0-plus-subcommander
TRCA Open Data Licence 1.0;trca-odl-1.0
Shavlik Technologies EULA;shavlik-eula
Concursive Public License 1.0;concursive-pl-1.0
Gareth McCaughan License;gareth-mccaughan
Linux Device Drivers;linux-device-drivers
Ian Piumarta License;ian-piumarta
Kevan Stannard License;kevan-stannard
SoftFloat;softfloat
GPL 2.0 with U-Boot exception;gpl-2.0-uboot
Facebook Patent Rights 2;facebook-patent-rights-2
dmalloc;dmalloc License
Perl 1.0;perl-1.0
ECMA no patent notice;ecma-no-patent
Gregory Pietsch Liberal License;gregory-pietsch
BSD-3-Clause without notice modification;bsd-new-nomod
ParaView License 1.2;paraview-1.2
GPL 2.0 with ISO C++ Library exception;gpl-2.0-iso-cpp
Purdue BSD-Style License;purdue-bsd
JPNIC mdnkit license;jpnic-mdnkit
HP-UX 11i Java Technology Software;hp-ux-java
SMAIL GPL;smail-gpl
GPL 3.0 or later with Bison exception;gpl-3.0-bison
NIST Public Domain Notice;nist-pd
Sparky License;sparky
OGL Toronto 1.0;can-ogl-toronto-1.0
Jython License;jython
SANE exception to GPL 2.0 or later;sane-exception-2.0-plus
OKL license;okl
X11-Style (Lucent);x11-lucent
SGI GLX Public License 1.0;sgi-glx-1.0
GPL 2.0 or later with AutoOpts exception;gpl-2.0-autoopts
GPL 2.0 or GPL 3.0 with Syntext Serna exception;gpl-2.0-plus-syntext
MS Windows CE 5.0 Shared Source License;wince-50-shared-source
Vixie Cron License;vixie-cron
Modified MIT License for Public Domain software;pd-mit
FSF-MIT;fsf-mit
MS SQL Server Compact 4.0 License;ms-sql-server-compact-4.0
X11-Style (OAR);x11-oar
Carnegie Mellon License;carnegie-mellon
OpenSSL exception to GPL 2.0 or later;openssl-exception-gpl-2.0-plus
X11-Style (Open Group);x11-opengroup
TrueCrypt License 3.1;truecrypt-3.1
libcap;libcap License
MAME license;mame
O Young Jong License;o-young-jong
MS Sysinternals SLA;ms-sysinternals-sla
QLogic Firmware License;qlogic-firmware
nexB EULA for SaaS 1.1.0;nexb-eula-saas-1.1.0
Jam License;jam
University of Michigan OSL;michigan-disclaimer
NYSL 0.9982 JP;nysl-0.9982-jp
Unlimited linking exception to GPL;unlimited-linking-exception-gpl
IBM Non-Warranted Sample Code License;ibm-nwsc
Broadcom Warranty Disclaimer;broadcom-linux-timer
Tanuki Community SLA 1.3;tanuki-community-sla-1.3
OTN License 2016;otn-dev-dist-2016
IOzone License;iozone
Qt-QCA exception to GPL 2.0;qt-qca-exception-2.0
Michael Barr License;michael-barr
Commercial License;commercial-license
MS ASP.NET Web Optimization Framework;ms-asp-net-web-optimization-framework
SNMP++ License;hp-snmp-pp
JetBrains Toolbox Open Source License v3;jetbrains-toolbox-open-source-3
TGGPL 1.0;tgppl-1.0
MIT Open Group;mit-open-group
PBM Library License;libpbm
Cygnus eCos Public License 1.0;ecosrh-1.0
X11-Style (Tektronix);x11-tektronix
BSD 1988;bsd-1988
OGL Alberta 2.1;can-ogl-alberta-2.1
BSD-2-Clause no disclaimer;bsd-no-disclaimer
foobar2000;foobar2000 License
ECMA Code of Conduct in Patent Matters v1;ecma-patent-coc-1
Psytec Free Software License;psytec-freesoft
MS ILMerge License;ms-ilmerge
FreeRTOS exception to GPL 2.0;freertos-exception-2.0
DejaVu Font License;dejavu-font
InfoNode Software License 1.1;infonode-1.1
Day Specification License;day-spec
Dynarch Developer Agreement;dynarch-developer
Vuforia 2013-07-29;vuforia-2013-07-29
QuinStreet License;quin-street
Wink License;wink
Newton-King CLA;newton-king-cla
MS Control Spy 2.0;ms-control-spy-2.0
Tiger Cryptography License;tiger-crypto
W3C-DOCS-20021231;w3c-docs-20021231
MIT Xfig Variant;mit-xfig
Zhorn Stickies License;zhorn-stickies
Rute Users Tutorial and Exposition License 0.8.0;rute
Xming License;xming
Matt Gallagher Attribution License;matt-gallagher-attribution
MS TrueType Fonts EULA;ms-ttf-eula
TXL 10.5 License;txl-10.5
Indiana Extreme License 1.1.1;indiana-extreme
GPL 2.0 with OpenSSL exception;gpl-2.0-openssl
Free-Fork License;free-fork
BSD DPT;bsd-dpt
BSD Artwork;bsd-artwork
ITC EULA;itc-eula
Rogue Wave Software License;rogue-wave
Sun Entitlement JAF;sun-entitlement-jaf
MS Visual Studio 2017;ms-visual-studio-2017
Errbot exception;errbot-exception
ExamDiff License;examdiff
Henry Spencer Original Regexp License;hs-regexp-orig
Digia Qt Exception to LGPL 2.1;digia-qt-exception-lgpl-2.1
CUPS License;cups
Jason Mayes License;jason-mayes
CMR License;cmr-no
gSOAP Public License v1.3a;gsoap-1.3a
mod-dav-1.0;mod_dav License 1.0
ODC-By;odc-1.0
Stanford PVRG License;stanford-pvrg
GPL 2.0 or later with Open Motif exception;gpl-2.0-plus-openmotif
Crashlytics Agreement 2018;crashlytics-agreement-2018
MS ASP.NET MVC 4 Extensions;ms-asp-net-mvc4-extensions
Linking exception to LGPL 3.0;linking-exception-lgpl-3.0
Sun BCL 11 plus 6;sun-bcl-11-06
Dante Treglia License;dante-treglia
snprintf;snprintf License
Redis Source Available License 1.0;redis-source-available-1.0
NICTA Public Software Licence 1.0;nicta-psl
OpenSSL exception to MongoDB SSPL;openssl-exception-mongodb-sspl
linuxhowtos;linuxhowtos License
HP JRE License;hp-ux-jre
Info-Zip License 2009-01;info-zip-2009-01
Google TOS 2013;google-tos-2013
LGPL 2.0 with Mini-XML exception;mini-xml
Sun Entitlement 3 plus 15;sun-entitlement-03-15
MS Windows SDK Server 2008 .NET Framework 3.5;ms-windows-sdk-server-2008-net-3.5
PHP License 2.0.2;php-2.0.2
Keith Rule License;keith-rule
SLF4J License 2005;slf4j-2005
CC-PD;cc-pd
Fabien Tassin License;fabien-tassin
Tenable Nessus License;tenable-nessus
MS Reactive Extensions EULA;ms-reactive-extensions-eula
NVIDIA License with Government Qualifications;nvidia-gov
Sun Java Web Services Developer Pack 1.6;sun-java-web-services-dev-pack-1.6
X11-Style (Adobe);x11-adobe
Stu Nicholls License;stu-nicholls
Other Copyleft Licenses;other-copyleft
xxd;xxd License
Elastic License 2018;elastic-license-2018
GPL 2.0 with MySQL Connector ODBC exception;gpl-2.0-mysql-connector-odbc
Initial Developer Public License;initial-developer-public
Timestamp Picker License;timestamp-picker
X11-Style (FSF);x11-fsf
LinuxBIOS License;linuxbios
LGPL 2.1 with Nokia Qt Exception;lgpl-2.1-nokia-qt
Cavium malloc License;cavium-malloc
Gary S. Brown License;gary-s-brown
MX4J License 1.0;mx4j
BSD Intel License;bsd-intel
Sun BCL SDK 5.0;sun-bcl-sdk-5.0
GPL 2.0 or later with Linking exception;gpl-2.0-plus-linking
GPL 2.0 with MySQL FLOSS exception;gpl-2.0-mysql-floss
ISO 8879;iso-8879
MS WS Routing Specifications License;ms-ws-routing-spec
JSON-PD;json-pd
Cryptographic keys redistribution;crypto-keys-redistribution
MIT With Modification Obligations;mit-with-modification-obligations
FreeBSD Doc License;freebsd-doc
Common Cure Rights Commitment v1.0;ccrc-1.0
MS .NET Library License;ms-net-library
PDF Creator Pilot License Agreement;pdf-creator-pilot
JA-SiG License;ja-sig
Stax License;stax
GPL 2.0 or later with SANE exception;gpl-2.0-plus-sane
Jetty License;jetty
Red Hat EULA;rh-eula
ZIPList5 Geocode End-User Workstation License;ziplist5-geocode-end-user-workstation
BugSense SDK License;bugsense-sdk
TI Restricted Use License;ti-restricted
ECMA Code of Conduct in Patent Matters v2;ecma-patent-coc-2
SmartLabs Freeware License;smartlabs-freeware
Phil Bunce License;phil-bunce
TreeView Developer License;treeview-developer
Service Availability Forum License;saf
GPL 2.0 with Kernel Exception;gpl-2.0-kernel
NAnt exception to GPL 2.0 or later;nant-exception-2.0-plus
LLGPL;llgpl
UnRar License;unrar
Sun Communications API;sun-communications-api
Unicode - Data Files and Software;unicode-data-software
BSD-Axis;bsd-axis
MS Enterprise Library EULA;microsoft-enterprise-library-eula
Wordnet License;wordnet
Kerberos License;kerberos
GPL 2.0 with Independent Module Linking exception;gpl-2.0-independent-module-linking
Paul Mackerras Simplified License;paul-mackerras-simplified
WIDE License;wide-license
Intel MCU path license 2018;intel-mcu-2018
PyCrypto License;pycrypto
MS Windows Rally Development Kit License;microsoft-windows-rally-devkit
GPL 2.0 with Javascript exception;gpl-2.0-javascript
ITU License;itu
OpenVPN-AS EULA;openvpn-as-eula
HP Non-Commercial License;hp
MS Reference License;ms-refl
Broadcom Confidential;broadcom-confidential
NetComponents License;netcomponents
X11-Style (Silicon Graphics);x11-sg
MIT Nagy Variant;mit-nagy
Facebook Nuclide Software License;facebook-nuclide
OTN Developer License for JAVA EE SDK;oracle-java-ee-sdk-2010
X11-Style (DSC Technologies);x11-dsc
MS Visual C++ 2008 Runtime Libraries License;ms-visual-2008-runtime
VeriSign License;verisign
Mozilla GC License;mozilla-gc
Excelsior JET Runtime License;excelsior-jet-runtime
Oracle BCL for Java SE and JavaFX 2013 Restricted;oracle-bcl-javase-platform-javafx-2013
Oracle BCL for Java SE and JavaFX 2017 Restricted;oracle-bcl-javase-platform-javafx-2017
LGPL 2.1 or later with Spell-Checker exception;lgpl-2.1-spell-checker
W3C Documentation License;w3c-documentation
Netcat License;netcat
CMU Computing Services License;cmu-computing-services
Jabber 1.0;josl-1.0
Ekiga exception to GPL 2.0 or later;ekiga-exception-2.0-plus
ZPL 1.0;zpl-1.0
Intel Microcode License;intel-microcode
Peter Deutsch Document License;peter-deutsch-document
H2 1.0;h2-1.0
Adobe Flex 2.0.1 SDK EULA;flex2sdk
Sun BSD-Style with Additional Restrictions;sun-bsd-extra
X11-Style (DEC 2);x11-dec2
libgeoTiff License;libgeotiff
Genivia Proprietary;genivia-gsoap
Sun JTA Specification License 1.0.1B;sun-jta-spec-1.0.1B
GUILE exception to GPL 2.0;guile-exception-2.0
eGrappler License;egrappler
TreeView Distributor License;treeview-distributor
C/Migemo License;cmigemo
OTN License 2014;otn-dev-dist-2014
Splunk EULA for Third-Party Content;splunk-3pp-eula
WTHPL 1.0;wthpl-1.0
McAfee Free License;mcafee-tou
Subcommander exception to GPL 2.0 or later;subcommander-exception-2.0-plus
Karl Peterson License;karl-peterson
FancyZoom License;fancyzoom
DivX Open License 2.1;divx-open-2.1
Paolo Messina 2000;paolo-messina-2000
Genode exception to AGPL 3.0;genode-agpl-3.0-exception
MPEG SSG License;mpeg-ssg
wxWindows Restricted Licence 3.0;wxwindows-r-3.0
