,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OGL-CA-2.0","OGL Canada 2.0","OGL-Canada-2.0","scancode:can-ogl-2.0-en","scancode://can-ogl-2.0-en","Open Government Licence - Canada","Open Government License 2.0 (Canada)",,,,,,,,,,,,,,,,,,,,,,,,,
"ZPL 2.1","ZPL-2.1","osi:ZPL-2.1","scancode:zpl-2.1","scancode://zpl-2.1","Zope Public License 2.1","Zope Public License (ZPL) Version 2.1",,,,,,,,,,,,,,,,,,,,,,,,,
"RSA-MD","RSA MD License","RSA-MD5 License","scancode:rsa-md5","scancode://rsa-md5","RSA Message-Digest License","RSA Message-Digest License ",,,,,,,,,,,,,,,,,,,,,,,,,
"Info-ZIP","Info-ZIP License","Info-Zip License","scancode://info-zip","Info-ZIP license (Version 2007-Mar-04)","Info-ZIP license (version 2009-Jan-02)","Info-ZIP copyright and license (version 2005-Feb-10)",,,,,,,,,,,,,,,,,,,,,,,,,
"AAL","osi:attribution","scancode:attribution","scancode://attribution","Attribution Assurance License","Attribution Assurance Licenses","License :: OSI Approved :: Attribution Assurance License",,,,,,,,,,,,,,,,,,,,,,,,,
"SGI-B-2.0","SGI B License 2.0","scancode:sgi-freeb-2.0","scancode://sgi-freeb-2.0","SGI Free Software License B 2.0","SGI Free Software License B v2.0","SGI FREE SOFTWARE LICENSE B (Version 2.0, Sept. 18, 2008)",,,,,,,,,,,,,,,,,,,,,,,,,
"Open MPI License","BSD-3-Clause-Open-MPI","BSD 3-Clause Open MPI Variant","BSD 3-Clause Open MPI variant","scancode:bsd-3-clause-open-mpi","BSD 3-Clause License (Open MPI)","scancode://bsd-3-clause-open-mpi",,,,,,,,,,,,,,,,,,,,,,,,,
"TCL","TCL License","scancode:tcl","TCL/TK License","scancode://tcl","scancode://ttcl","LicenseRef-scancode-ttcl",,,,,,,,,,,,,,,,,,,,,,,,,
"CC-PD","CC-PDDC","scancode:cc-pd","scancode:aop-pd","scancode://cc-pd","Creative Commons Public Domain Dedication and Certification","Creative Commons Copyright-Only Dedication (based on United States law) or Public Domain Certification",,,,,,,,,,,,,,,,,,,,,,,,,
"RPL 1.5","RPL-1.5","osi:RPL-1.5","scancode:rpl-1.5","scancode://rpl-1.5","Reciprocal Public License 1.5","Reciprocal Public License, Version 1.5",,,,,,,,,,,,,,,,,,,,,,,,,
"NGPL","osi:NGPL","scancode:ngpl","scancode://ngpl","Nethack General Public License","The Nethack General Public License","License :: OSI Approved :: Nethack General Public License",,,,,,,,,,,,,,,,,,,,,,,,,
"Sendmail","Sendmail License","scancode:sendmail","scancode://sendmail","SENDMAIL LICENSE (version 1998)","SENDMAIL LICENSE (version 2004)","SENDMAIL LICENSE (version 2012)",,,,,,,,,,,,,,,,,,,,,,,,,
"NPL 1.1","NPL-1.1","scancode:npl-1.1","scancode://npl-1.1","Netscape Public License 1.1","Netscape Public License v1.1","Netscape Public License Version 1.1",,,,,,,,,,,,,,,,,,,,,,,,,
"PDDL 1.0","PDDL-1.0","ODC-PDDL-1.0","scancode:pddl-1.0","scancode://pddl-1.0","Open Data Commons Public Domain Dedication & License 1.0","Open Data Commons Public Domain Dedication and Licence 1.0",,,,,,,,,,,,,,,,,,,,,,,,,
"Naumen","osi:Naumen","Naumen License","scancode:naumen","scancode://naumen","NAUMEN Public License","Naumen Public License",,,,,,,,,,,,,,,,,,,,,,,,,
"OGC 1.0","OGC-1.0","scancode:ogc-1.0","scancode:ogc-2006","scancode://ogc-1.0","OGC Software License 1.0","OGC Software License, Version 1.0",,,,,,,,,,,,,,,,,,,,,,,,,
"OGTSL","osi:OGTSL","scancode:opengroup","scancode://opengroup","Open Group Test Suite License","The Open Group Test Suite License (OGTSL)","License :: OSI Approved :: Open Group Test Suite License",,,,,,,,,,,,,,,,,,,,,,,,,
"W3C-20150513","W3C License 20150513","W3C-SOFTWARE-DOC-20150513","scancode:w3c-software-doc-20150513","scancode://w3c-software-doc-20150513","W3C Software Notice and Document License (2015-05-13)","W3C SOFTWARE AND DOCUMENT NOTICE AND LICENSE (become active on May 13, 2015)",,,,,,,,,,,,,,,,,,,,,,,,,
"JasPer 2.0","JasPer-2.0","JasPer License","JasPer License 2.0","scancode:jasper-2.0","scancode://jasper-2.0","JasPer License Version 2.0",,,,,,,,,,,,,,,,,,,,,,,,,
"RPL 1.1","RPL-1.1","osi:RPL-1.1","scancode:rpl-1.1","scancode://rpl-1.1","Reciprocal Public License 1.1","Reciprocal Public License, Version 1.1",,,,,,,,,,,,,,,,,,,,,,,,,
"OpenSSL","OpenSSL License","OpenSSL license","scancode://openssl","OpenSSL/SSLeay License","scancode://openssl-ssleay","LicenseRef-scancode-openssl",,,,,,,,,,,,,,,,,,,,,,,,,
"Unicode DFS 2016","Unicode-DFS-2016","Unicode DFS License 2016","scancode:unicode-dfs-2016","scancode://unicode-dfs-2016","UNICODE, INC. LICENSE AGREEMENT - DATA FILES AND SOFTWARE","Unicode License Agreement - Data Files and Software (2016)",,,,,,,,,,,,,,,,,,,,,,,,,
"osi:BSDplusPatent","BSD-2-Clause-Patent","BSD-2-Clause Plus Patent","scancode:bsd-plus-patent","scancode://bsd-plus-patent","BSD 2-Clause Patent License","BSD-2-Clause Plus Patent License",,,,,,,,,,,,,,,,,,,,,,,,,
"AGPL-1.0+","AGPL 1.0 or later","AGPL-1.0-or-later","scancode:agpl-1.0-plus","scancode://agpl-1.0-plus","Affero General Public License 1.0 or later","Affero General Public License v1.0 or later",,,,,,,,,,,,,,,,,,,,,,,,,
"OSL 1.0","OSL-1.0","osi:OSL-1.0","scancode:osl-1.0","scancode://osl-1.0","Open Software License 1.0","Open Software License, Version 1.0",,,,,,,,,,,,,,,,,,,,,,,,,
"Libpng","Libpng-1.0","Libpng License","libpng License","scancode://libpng","PNG Reference Library License 1.0","libpng license (libpng-1.2.6 and later)",,,,,,,,,,,,,,,,,,,,,,,,,
"PostgreSQL","postgresql","osi:PostgreSQL","PostgreSQL License","scancode:postgresql","scancode://postgresql","The PostgreSQL Licence",,,,,,,,,,,,,,,,,,,,,,,,,
"NetCDF","NetCDF License","NetCDF license","scancode:netcdf","NetCDF Copyright","scancode://netcdf","NetCDF Copyright(version 2009)",,,,,,,,,,,,,,,,,,,,,,,,,
"SISSL 1.2","SISSL-1.2","scancode:sun-sissl-1.2","scancode://sun-sissl-1.2","Sun Industry Standards Source License 1.2","Sun Industry Standards Source License v1.2","Sun Industry Standards Source License - Version 1.2",,,,,,,,,,,,,,,,,,,,,,,,,
"Unicode DFS 2015","Unicode-DFS-2015","Unicode DFS License 2015","scancode:unicode-dfs-2015","scancode://unicode-dfs-2015","Unicode License Agreement - Data Files and Software (2015)","UNICODE, INC. LICENSE AGREEMENT - DATA FILES AND SOFTWARE (since 2016)",,,,,,,,,,,,,,,,,,,,,,,,,
"SSPL 1.0","SSPL-1.0","scancode:mongodb-sspl-1.0","scancode://mongodb-sspl-1.0","Server Side Public License 1.0","Server Side Public License, v 1","Server Side Public License Version 1",,,,,,,,,,,,,,,,,,,,,,,,,
"RPSL-1.0","osi:RPSL-1.0","scancode:rpsl-1.0","scancode://rpsl-1.0","RealNetworks Public Source License 1.0","RealNetworks Public Source License v1.0","RealNetworks Public Source License, Version 1.0",,,,,,,,,,,,,,,,,,,,,,,,,
"MS-RL","ms-rl","osi:MS-RL","scancode:ms-rl","scancode://ms-rl","Microsoft Reciprocal License","Microsoft Reciprocal License (MS-RL)",,,,,,,,,,,,,,,,,,,,,,,,,
"LGPL-2.0+","LGPL 2.0 or later","LGPL-2.0-or-later","scancode:lgpl-2.0-plus","scancode://lgpl-2.0-plus","GNU Library General Public License v2 or later","GNU Library General Public License 2.0 (or any later version)",,,,,,,,,,,,,,,,,,,,,,,,,
"SGI-B-1.1","SGI B License 1.1","scancode:sgi-freeb-1.1","scancode://sgi-freeb-1.1","SGI Free Software License B 1.1","SGI Free Software License B v1.1","SGI FREE SOFTWARE LICENSE B (Version 1.1 [02/22/2000])",,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-NC-ND-3.0","scancode:cc-by-nc-nd-3.0","scancode://cc-by-nc-nd-3.0","Creative Commons BY-NC-ND 3.0 (unported)","Creative Commons Attribution-NoDerivs 3.0 Unported","Creative Comnons Attribution-NonCommercial-NoDerivs 3.0 Unported","Creative Commons Attribution Non Commercial No Derivatives 3.0 Unported",,,,,,,,,,,,,,,,,,,,,,,,,
"AFL 2.1","AFL-2.1","scancode:afl-2.1","scancode://afl-2.1","Academic Free License 2.1","Academic Free License v2.1","Academic Free License Version 2.1",,,,,,,,,,,,,,,,,,,,,,,,,
"OSL 2.1","OSL-2.1","osi:OSL-2.1","scancode:osl-2.1","scancode://osl-2.1","Open Software License 2.1","Open Software License, Version 2.1",,,,,,,,,,,,,,,,,,,,,,,,,
"EUDatagrid","osi:EUDatagrid","EUDatagrid License","scancode:eu-datagrid","scancode://eu-datagrid","EU DataGrid Software License",,,,,,,,,,,,,,,,,,,,,,,,,,
"VOSTROM","VOSTROM License","scancode:vostrom","scancode://vostrom","VOSTROM Public License","VOSTROM Public License for Open Source",,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-SA-2.5","scancode:cc-by-sa-2.5","scancode://cc-by-sa-2.5","Creative Commons BY-SA 2.5","Creative Commons Attribution-ShareAlike 2.5","Creative Commons Attribution Share Alike 2.5 Generic",,,,,,,,,,,,,,,,,,,,,,,,,,
"SimPL 2.0","SimPL-2.0","Simple-2.0","scancode://simpl-2.0","Simple Public License 2.0","Simple Public License (SimPL-2.0)",,,,,,,,,,,,,,,,,,,,,,,,,,
"ClArtistic","ClArtistic License","Artistic (clarified)","Clarified Artistic License","scancode:artistic-clarified","scancode://artistic-clarified",,,,,,,,,,,,,,,,,,,,,,,,,,
"LPPL 1.1","LPPL-1.1","scancode:lppl-1.1","scancode://lppl-1.1","LaTeX Project Public License 1.1","LaTeX Project Public License v1.1",,,,,,,,,,,,,,,,,,,,,,,,,,
"Spencer-86","Regexp License","scancode://regexp","Spencer License 86","scancode:hs-regexp-orig","Spencer License (3-Clause)",,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-NC-ND-2.5","scancode:cc-by-nc-nd-2.5","scancode://cc-by-nc-nd-2.5","Creative Commons BY-NC-ND 2.5","Creative Commons Attribution-NoDerivs 2.5 Generic","Creative Commons Attribution Non Commercial No Derivatives 2.5 Generic",,,,,,,,,,,,,,,,,,,,,,,,,,
"SCEA","SCEA License","scancode:scea-1.0","scancode://scea-1.0","SCEA Shared Source License","SCEA Shared Source License 1.0",,,,,,,,,,,,,,,,,,,,,,,,,,
"SHL-0.5","scancode:shl-0.5","scancode://shl-0.5","Solderpad Hardware License 0.5","SolderPad Hardware License v0.5","Solderpad Hardware License v0.5",,,,,,,,,,,,,,,,,,,,,,,,,,
"APSL 1.1","APSL-1.1","scancode:apsl-1.1","scancode://apsl-1.1","Apple Public Source License 1.1","APPLE PUBLIC SOURCE LICENSE, Version 1.1",,,,,,,,,,,,,,,,,,,,,,,,,,
"Xerox","Xerox License","MIT-Export-Control","MIT with Export Control","scancode:mit-export-control","scancode://mit-export-control",,,,,,,,,,,,,,,,,,,,,,,,,,
"OGL-UK-3.0","scancode:ogl-uk-3.0","scancode://ogl-uk-3.0","Open Government Licence 3.0","Open Government Licence v3.0","Open Government Licence 3.0 (United Kingdom)",,,,,,,,,,,,,,,,,,,,,,,,,,
"MIT-advertising","EFL MIT-Style License","scancode:enlightenment","scancode://enlightenment","Enlightenment License (e16)","MIT License (with advertising)",,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-NC-ND-4.0","scancode:cc-by-nc-nd-4.0","scancode://cc-by-nc-nd-4.0","Creative Commons BY-NC-ND 4.0 (international)","Creative Commons Attribution-NoDerivatives 4.0 International","Creative Commons Attribution Non Commercial No Derivatives 4.0 International",,,,,,,,,,,,,,,,,,,,,,,,,,
"Plexus","Dom4j License","Plexus License","scancode://dom4j","scancode:classworlds","Plexus Classworlds License",,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-NC-4.0","scancode:cc-by-nc-4.0","scancode://cc-by-nc-4.0","Creative Commons BY-NC 4.0 (international)","Creative Commons Attribution-NonCommercial 4.0","Creative Commons Attribution Non Commercial 4.0 International",,,,,,,,,,,,,,,,,,,,,,,,,,
"TMate","TMate License","scancode:tmate","scancode://tmate","TMate Open Source License","TMate Open Source License for ""TMate JavaSVN library""",,,,,,,,,,,,,,,,,,,,,,,,,,
"CECILL-1.0","CeCILL 1.0","scancode:cecill-1.0","scancode://cecill-1.0","CeCILL Free Software License Agreement 1.0","CeCILL Free Software License Agreement v1.0",,,,,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.2+","GFDL 1.2 or later","GFDL-1.2-or-later","scancode://gfdl-1.2-plus","GNU Free Documentation License v1.2 or later","GNU Free Documentation License 1.2 (or any later version)",,,,,,,,,,,,,,,,,,,,,,,,,,
"IJG","IJG License","JPEG License","scancode:ijg","scancode://ijg","Independent JPEG Group License",,,,,,,,,,,,,,,,,,,,,,,,,,
"Zimbra-1.3","Zimbra PL 1.3","Zimbra License 1.3","scancode:zimbra-1.3","scancode://zimbra-1.3","Zimbra Public License v1.3",,,,,,,,,,,,,,,,,,,,,,,,,,
"SGI-B-1.0","SGI B License 1.0","scancode:sgi-fslb-1.0","scancode://sgi-fslb-1.0","SGI Free Software License B 1.0","SGI Free Software License B v1.0",,,,,,,,,,,,,,,,,,,,,,,,,,
"W3C-19980720","W3C-SOFTWARE-19980720","scancode:w3c-software-19980720","scancode://w3c-software-19980720","W3C Software Notice and License (1998-07-20)","W3C SOFTWARE NOTICE AND LICENSE (became active on August 14 1998)",,,,,,,,,,,,,,,,,,,,,,,,,,
"Fair","osi:Fair","Fair License","scancode:fair","scancode://fair","Fair License (Fair)",,,,,,,,,,,,,,,,,,,,,,,,,,
"CERN-OHL-1.1","scancode:cern-ohl-1.1","scancode://cern-ohl-1.1","CERN Open Hardware License 1.1","CERN Open Hardware Licence v1.1","CERN Open Hardware License v1.1",,,,,,,,,,,,,,,,,,,,,,,,,,
"libpng-2.0","LIbpng License v2","scancode:libpng-v2","scancode://libpng-v2","PNG Reference Library version 2","PNG Reference Library License 2.0",,,,,,,,,,,,,,,,,,,,,,,,,,
"MIT-feh","feh License","scancode:mit-ack","scancode://mit-ack","MIT Acknowledgment License","MIT License (feh advertising)",,,,,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.1+","GFDL 1.1 or later","GFDL-1.1-or-later","scancode://gfdl-1.1-plus","GNU Free Documentation License v1.1 or later","GNU Free Documentation License 1.1 (or any later version)",,,,,,,,,,,,,,,,,,,,,,,,,,
"PHP-3.01","PHP License 3.01","PHP License v3.01","scancode:php-3.01","scancode://php-3.01","PHP License, version 3.01",,,,,,,,,,,,,,,,,,,,,,,,,,
"OGL-UK-2.0","scancode:ogl-uk-2.0","scancode://ogl-uk-2.0","Open Government Licence 2.0","Open Government Licence v2.0","Open Government Licence 2.0 (United Kingdom)",,,,,,,,,,,,,,,,,,,,,,,,,,
"SHL-0.51","scancode:shl-0.51","scancode://shl-0.51","Solderpad Hardware License 0.51","SolderPad Hardware License, Version 0.51","Solderpad Hardware License, Version 0.51",,,,,,,,,,,,,,,,,,,,,,,,,,
"NPL 1.0","NPL-1.0","scancode:npl-1.0","scancode://npl-1.0","Netscape Public License 1.0","Netscape Public License v1.0",,,,,,,,,,,,,,,,,,,,,,,,,,
"CECILL-2.0","CeCILL 2.0","scancode:cecill-2.0","scancode://cecill-2.0","CeCILL Free Software License Agreement 2.0","CeCILL Free Software License Agreement v2.0",,,,,,,,,,,,,,,,,,,,,,,,,,
"OFL 1.0","OFL-1.0","scancode://ofl-1.0","scancode:ofl-1.0-no-rfn","SIL Open Font License 1.0","SIL OPEN FONT LICENSE Version 1.0 - 22 November 2005",,,,,,,,,,,,,,,,,,,,,,,,,,
"NOSL","NOSL 1.0","scancode:nosl-1.0","scancode://nosl-1.0","Netizen Open Source License","Netizen Open Source License 1.0",,,,,,,,,,,,,,,,,,,,,,,,,,
"MIT-CMU","CMU License","scancode://cmu-uc","CMU UC Regents License","scancode://cmu-template","LicenseRef-scancode-cmu-template",,,,,,,,,,,,,,,,,,,,,,,,,,
"SWL","scancode:swl","scancode://swl","Scheme Widget Library (SWL) Software License","Scheme Widget Library Software License Agreement","Scheme Widget Library (SWL) Software License Agreement",,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-NC-SA-3.0","scancode:cc-by-nc-sa-3.0","scancode://cc-by-nc-sa-3.0","Creative Commons BY-NC-SA 3.0 (unported)","Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported","Creative Commons Attribution Non Commercial Share Alike 3.0 Unported",,,,,,,,,,,,,,,,,,,,,,,,,,
"iMatix","iMatix License","scancode:sfl-license","SFL License Agreement","scancode://sfl-license","iMatix Standard Function Library Agreement",,,,,,,,,,,,,,,,,,,,,,,,,,
"curl","cURL License","curl License","scancode:curl","scancode://curl","Permission Terms (curl)",,,,,,,,,,,,,,,,,,,,,,,,,,
"Zimbra-1.4","Zimbra PL 1.4","Zimbra License 1.4","scancode:zimbra-1.4","scancode://zimbra-1.4","Zimbra Public License v1.4",,,,,,,,,,,,,,,,,,,,,,,,,,
"AFL 1.2","AFL-1.2","scancode:afl-1.2","scancode://afl-1.2","Academic Free License 1.2","Academic Free License v1.2",,,,,,,,,,,,,,,,,,,,,,,,,,
"IBM-pibs","IBM pibs License","scancode:ibm-pibs","scancode://ibm-pibs","IBM PowerPC Software","IBM PowerPC Initialization and Boot Software",,,,,,,,,,,,,,,,,,,,,,,,,,
"Unlicense","unlicense","Unlicense 1","The Unlicense","scancode:unlicense","scancode://unlicense",,,,,,,,,,,,,,,,,,,,,,,,,,
"AMPAS","AMPAS License","scancode:ampas","scancode://ampas","AMPAS BSD-Style License","Academy of Motion Picture Arts and Sciences BSD",,,,,,,,,,,,,,,,,,,,,,,,,,
"Glide","3DFX GLIDE","Glide License","scancode:glide","scancode://glide","3dfx Glide License",,,,,,,,,,,,,,,,,,,,,,,,,,
"0BSD","0bsd","osi:0BSD","scancode:bsd-zero","scancode://bsd-zero","BSD Zero Clause License",,,,,,,,,,,,,,,,,,,,,,,,,,
"OLDAP-2.7","scancode:openldap-2.7","scancode://openldap-2.7","OpenLDAP Public License 2.7","The OpenLDAP Public License","Open LDAP Public License v2.7",,,,,,,,,,,,,,,,,,,,,,,,,,
"AFL 1.1","AFL-1.1","scancode:afl-1.1","scancode://afl-1.1","Academic Free License 1.1","Academic Free License v1.1",,,,,,,,,,,,,,,,,,,,,,,,,,
"Spencer-94","Spencer License 94","scancode:hs-regexp","scancode://hs-regexp","Spencer License (4-Clause)","Henry Spencer Regexp License",,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-SA-2.0","scancode:cc-by-sa-2.0","scancode://cc-by-sa-2.0","Creative Commons BY-SA 2.0","Creative Commons Attribution-ShareAlike 2.0 Generic","Creative Commons Attribution Share Alike 2.0 Generic",,,,,,,,,,,,,,,,,,,,,,,,,,
"MITNFA","MIT (NFA) License","MIT +no-false-attribs license","scancode:mit-no-false-attribs","scancode://mit-no-false-attribs","MIT no false attribution License",,,,,,,,,,,,,,,,,,,,,,,,,,
"JPNIC","JPNIC License","JPNIC idnkit License","scancode:jpnic-idnkit","scancode://jpnic-idnkit","Japan Network Information Center License",,,,,,,,,,,,,,,,,,,,,,,,,,
"OGL-UK-1.0","scancode:ogl-uk-1.0","scancode://ogl-uk-1.0","Open Government Licence 1.0","Open Government Licence v1.0","Open Government Licence 1.0 (United Kingdom)",,,,,,,,,,,,,,,,,,,,,,,,,,
"Mulan PSL v2","MulanPSL-2.0","mulanpsl-2.0","scancode://mulanpsl-2.0","Mulan Permissive Software License 2.0","Mulan Permissive Software License, Version 2",,,,,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.3+","GFDL 1.3 or later","GFDL-1.3-or-later","scancode://gfdl-1.3-plus","GNU Free Documentation License v1.3 or later","GNU Free Documentation License 1.3 (or any later version)",,,,,,,,,,,,,,,,,,,,,,,,,,
"LPPL 1.0","LPPL-1.0","scancode:lppl-1.0","scancode://lppl-1.0","LaTeX Project Public License 1.0","LaTeX Project Public License v1.0",,,,,,,,,,,,,,,,,,,,,,,,,,
"LPPL 1.2","LPPL-1.2","scancode:lppl-1.2","scancode://lppl-1.2","LaTeX Project Public License 1.2","LaTeX Project Public License v1.2",,,,,,,,,,,,,,,,,,,,,,,,,,
"xpp","XPP License","xpp License","Indiana Extreme License 1.2","scancode:indiana-extreme-1.2","scancode://indiana-extreme-1.2",,,,,,,,,,,,,,,,,,,,,,,,,,
"Vim","vim","VIM License","Vim License","scancode:vim","scancode://vim",,,,,,,,,,,,,,,,,,,,,,,,,,
"Ruby","Ruby License","scancode:ruby","scancode://ruby","Ruby License (1.9.3 and later)","Ruby License (1.9.2 and earlier)",,,,,,,,,,,,,,,,,,,,,,,,,,
"BSD-1-Clause","BSD 1-Clause License","scancode:bsd-1-clause","BSD-1-Clause-copyright","scancode://bsd-1-clause","BSD 1-Clause License (copyright variant)",,,,,,,,,,,,,,,,,,,,,,,,,,
"Beerware","Beerware 42","Beerware License","Beer-Ware License","scancode:beerware","scancode://beerware",,,,,,,,,,,,,,,,,,,,,,,,,,
"OSET-PL-2.1","osi:OPL-2.1","scancode:oset-pl-2.1","scancode://oset-pl-2.1","OSET Public License 2.1","OSET Public License version 2.1",,,,,,,,,,,,,,,,,,,,,,,,,,
"CDDL 1.1","CDDL-1.1","scancode:cddl-1.1","scancode://cddl-1.1","Common Development and Distribution License 1.1","COMMON DEVELOPMENT AND DISTRIBUTION LICENSE Version 1.1",,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-SA-3.0","scancode:cc-by-sa-3.0","scancode://cc-by-sa-3.0","Creative Commons BY-SA 3.0","Creative Commons Attribution-ShareAlike 3.0 Unported","Creative Commons Attribution Share Alike 3.0 Unported",,,,,,,,,,,,,,,,,,,,,,,,,,
"Aladdin","Aladdin FPL v8","scancode:afpl-8.0","scancode://afpl-8.0","Aladdin Free Public License","Aladdin Free Public License 8.0",,,,,,,,,,,,,,,,,,,,,,,,,,
"RHeCos-1.1","RHeCos License 1.1","scancode:ecosrh-1.1","scancode://ecosrh-1.1","Red Hat eCos Public License 1.1","Red Hat eCos Public License v1.1",,,,,,,,,,,,,,,,,,,,,,,,,,
"UCL-1.0","osi:UCL-1.0","scancode:ucl-1.0","scancode://ucl-1.0","Upstream Compatibility License 1.0","Upstream Compatibility License v1.0",,,,,,,,,,,,,,,,,,,,,,,,,,
"CECILL-1.1","CeCILL 1.1 English","scancode:cecill-1.1","scancode://cecill-1.1","CeCILL Free Software License Agreement 1.1","CeCILL Free Software License Agreement v1.1",,,,,,,,,,,,,,,,,,,,,,,,,,
"TORQUE 1.1","TORQUE-1.1","TORQUE License 1.1","scancode:torque-1.1","scancode://torque-1.1","TORQUE v2.5+ Software License v1.1",,,,,,,,,,,,,,,,,,,,,,,,,,
"AFL 2.0","AFL-2.0","scancode:afl-2.0","scancode://afl-2.0","Academic Free License 2.0","Academic Free License v2.0",,,,,,,,,,,,,,,,,,,,,,,,,,
"Intel-ACPI","Intel ACPI SLA","Intel ACPI License","scancode:intel-acpi","scancode://intel-acpi","Intel ACPI Software License Agreement",,,,,,,,,,,,,,,,,,,,,,,,,,
"Zend-2.0","Zend License 2.0","Zend License v2.0","scancode:zend-2.0","scancode://zend-2.0","Zend Engine License 2.0",,,,,,,,,,,,,,,,,,,,,,,,,,
"scancode:oracle-bsd-no-nuclear","scancode://oracle-bsd-no-nuclear","BSD 3-Clause No Nuclear License 2014","BSD-3-Clause-No-Nuclear-License-2014","Oracle BSD-Style with Nuclear Restrictions","BSD 3-Clause License (no-nuclear use acknowledgement 2014)",,,,,,,,,,,,,,,,,,,,,,,,,,
"BitTorrent 1.0","BitTorrent-1.0","BitTorrent License 1.0","scancode:bittorrent-1.0","scancode://bittorrent-1.0","BitTorrent Open Source License v1.0",,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST-PD-fallback","scancode:nist-pd-fallback","scancode://nist-pd-fallback","NIST Public Domain Notice with fallback","NIST Public Domain Notice with license fallback","NIST Public Domain Notice (with license fallback)",,,,,,,,,,,,,,,,,,,,,,,,,,
"FSFULLR","FSF-Unlimited","scancode:fsf-unlimited","scancode://fsf-unlimited","FSF Unlimited License (with retention)","FSF Unlimited License (with License Retention)",,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-NC-1.0","scancode:cc-by-nc-1.0","scancode://cc-by-nc-1.0","Creative Commons BY-NC 1.0 (generic)","Creative Comnons Attribution-NonCommercial 1.0 Generic","Creative Commons Attribution Non Commercial 1.0 Generic",,,,,,,,,,,,,,,,,,,,,,,,,,
"scancode:bsd-ack","scancode://bsd-ack","BSD with attribution","BSD-3-Clause-Attribution","BSD Acknowledgment License","BSD 3-Clause License (attribution)",,,,,,,,,,,,,,,,,,,,,,,,,,
"AMDPLPA","AMDPLPA License","AMD PLPA License","scancode:amdplpa","scancode://amdplpa","AMD's plpa_map.c License",,,,,,,,,,,,,,,,,,,,,,,,,,
"gSOAP-1.3b","scancode:gsoap-1.3b","scancode://gsoap-1.3b","gSOAP Public License 1.3b","gSOAP Public License v1.3b","gSOAP Public License Version 1.3b",,,,,,,,,,,,,,,,,,,,,,,,,,
"Interbase-1.0","scancode://interbase-1.0","Interbase Public License 1.0","Interbase Public License v1.0","InterBase Public License, Version 1.0","INTERBASE PUBLIC LICENSE, Version 1.0 by ""Borland Software Corporation""",,,,,,,,,,,,,,,,,,,,,,,,,,
"HaskellReport","HaskellReport License","Haskell Report License","scancode://haskell-report","Haskell Language Report License",,,,,,,,,,,,,,,,,,,,,,,,,,,
"OLDAP-1.3","scancode:openldap-1.3","scancode://openldap-1.3","OpenLDAP Public License 1.3","Open LDAP Public License v1.3",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Giftware","Giftware License","Allegro 4 License","scancode:allegro-4","scancode://allegro-4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"O-UDA-1.0","scancode:o-uda-1.0","scancode://o-uda-1.0","Open Use of Data Agreement 1.0","Open Use of Data Agreement v1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Condor-1.1","scancode:condor-1.1","scancode://condor-1.1","Condor Public License 1.1","Condor Public License v1.1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"ODC-By-1.0","ODC By License 1.0","scancode:odc-by-1.0","scancode://odc-by-1.0","Open Data Commons Attribution License v1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net-SNMP","Net License SNMP","Net SNMP License","Net-SNMP License","scancode://net-snmp",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Repoze License","scancode://repoze","BSD 3-Clause Modification","BSD-3-Clause-Modification","BSD 3-Clause License Modification",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Parity-7.0.0","scancode:parity-7.0.0","scancode://parity-7.0.0","Parity Public License 7.0.0","The Parity Public License 7.0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-SA-2.0-UK","scancode:cc-by-sa-2.0-uk","scancode://cc-by-sa-2.0-uk","Creative Commons BY SA 2.0 (England and Wales)","Creative Commons Attribution Share Alike 2.0 England and Wales",,,,,,,,,,,,,,,,,,,,,,,,,,,
"APAFML","APAFML License","scancode:apafml","scancode://apafml","Adobe Postscript AFM License",,,,,,,,,,,,,,,,,,,,,,,,,,,
"HTMLTIDY","Tidy License","scancode:tidy","scancode://tidy","HTML Tidy License",,,,,,,,,,,,,,,,,,,,,,,,,,,
