,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-NC-SA-1.0","scancode:cc-by-nc-sa-1.0","scancode://cc-by-nc-sa-1.0","Creative Commons BY-NC-SA 1.0 (generic)","Creative Commons Attribution Non Commercial Share Alike 1.0 Generic",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-NC-2.0","scancode:cc-by-nc-2.0","scancode://cc-by-nc-2.0","Creative Commons BY-NC 2.0 (generic)","Creative Commons Attribution Non Commercial 2.0 Generic",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-ND-4.0","scancode:cc-by-nd-4.0","scancode://cc-by-nd-4.0","Creative Commons BY-ND 4.0 (international)","Creative Commons Attribution No Derivatives 4.0 International",,,,,,,,,,,,,,,,,,,,,,,,,,,
"SSH-OpenSSH","OpenSSH License","scancode://openssh","SSH OpenSSH license","scancode:tatu-ylonen",,,,,,,,,,,,,,,,,,,,,,,,,,,
"LGPLLR","scancode:lgpllr","scancode://lgpllr","Lesser General Public License (Linguistic Resources)","Lesser General Public License For Linguistic Resources",,,,,,,,,,,,,,,,,,,,,,,,,,,
"ErlPL-1.1","scancode://erlangpl-1.1","Erlang Public License 1.1","Erlang Public License v1.1","ERLANG PUBLIC LICENSE Version 1.1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"TU-Berlin-2.0","TU Berlin License 2.0","scancode:tu-berlin-2.0","scancode://tu-berlin-2.0","Technische Universitaet Berlin License 2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-ND-2.0","scancode:cc-by-nd-2.0","scancode://cc-by-nd-2.0","Creative Commons BY-ND 2.0 (generic)","Creative Commons Attribution No Derivatives 2.0 Generic",,,,,,,,,,,,,,,,,,,,,,,,,,,
"mpich2","MPICH License","mpich2 License","scancode:mpich","scancode://mpich",,,,,,,,,,,,,,,,,,,,,,,,,,,
"LGPL 2.0","LGPL-2.0-only","scancode://lgpl-2.0","GNU Library General Public License v2 only","GNU Library General Public License Version 2",,,,,,,,,,,,,,,,,,,,,,,,,,,
"eGenix","scancode:egenix-1.0.0","scancode://egenix-1.1.0","eGenix Public License 1.1.0","eGenix.com Public License 1.1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,
"APSL 1.2","APSL-1.2","scancode:apsl-1.2","scancode://apsl-1.2","Apple Public Source License 1.2",,,,,,,,,,,,,,,,,,,,,,,,,,,
"BSD-Source-Code","BSD Source Code License","scancode:bsd-source-code","scancode://bsd-source-code","BSD Source Code Attribution",,,,,,,,,,,,,,,,,,,,,,,,,,,
"OPL-1.0","scancode:open-public","scancode://open-public","Open Public License 1.0","Open Public License v1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hippocratic-2.1","Hippocratic License 2.1","Hippocratic License v2.1","scancode:hippocratic-2.1","scancode://hippocratic-2.1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Linux-OpenIB","scancode:linux-openib","scancode://linux-openib","Linux Kernel Variant of OpenIB.org License","Linux Kernel Variant of OpenIB.org license",,,,,,,,,,,,,,,,,,,,,,,,,,,
"NBPL 1.0","NBPL-1.0","scancode:nbpl-1.0","scancode://nbpl-1.0","Net Boolean Public License v1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Multics","osi:Multics","Multics License","scancode:multics","scancode://multics",,,,,,,,,,,,,,,,,,,,,,,,,,,
"OLDAP-1.1","scancode:openldap-1.1","scancode://openldap-1.1","OpenLDAP Public License 1.1","Open LDAP Public License v1.1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"OGDL-Taiwan-1.0","scancode:ogdl-taiwan-1.0","scancode://ogdl-taiwan-1.0","Taiwan Open Government Data License 1.0","Taiwan Open Government Data License, version 1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,
"OLDAP-2.4","scancode:openldap-2.4","scancode://openldap-2.4","OpenLDAP Public License 2.4","Open LDAP Public License v2.4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CrystalStacker","CrystalStacker License","Crystal Stacker License","scancode:crystal-stacker","scancode://crystal-stacker",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-2.5","scancode:cc-by-2.5","scancode://cc-by-2.5","Creative Commons BY 2.5","Creative Commons Attribution 2.5 Generic",,,,,,,,,,,,,,,,,,,,,,,,,,,
"diffmark","diffmark License","diffmark license","scancode:diffmark","scancode://diffmark",,,,,,,,,,,,,,,,,,,,,,,,,,,
"OSL 1.1","OSL-1.1","scancode:osl-1.1","scancode://osl-1.1","Open Software License 1.1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CERN-OHL-1.2","scancode:cern-ohl-1.2","scancode://cern-ohl-1.2","CERN Open Hardware Licence 1.2","CERN Open Hardware Licence v1.2",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-3.0","scancode:cc-by-3.0","scancode://cc-by-3.0","Creative Commons BY 3.0","Creative Commons Attribution 3.0 Unported",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-NC-ND-2.0","scancode:cc-by-nc-nd-2.0","scancode://cc-by-nc-nd-2.0","Creative Commons BY-NC-ND 2.0 (generic)","Creative Commons Attribution Non Commercial No Derivatives 2.0 Generic",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Borceux","Borceux License","Borceux license","scancode:borceux","scancode://borceux",,,,,,,,,,,,,,,,,,,,,,,,,,,
"DOC","DOC License","ACE TAO License","scancode:ace-tao","scancode://ace-tao",,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAX-PD","scancode:sax-pd","scancode://sax-pd","SAX Public Domain Notice","Sax Public Domain Notice",,,,,,,,,,,,,,,,,,,,,,,,,,,
"HPND","osi:HPND","scancode:historical","scancode://historical","Historical Permission Notice and Disclaimer",,,,,,,,,,,,,,,,,,,,,,,,,,,
"LiLiQ-P","LiLiQ-P-1.1","LiLiQ P License 1.1","Licence Libre du Québec – Permissive version 1.1","Licence Libre du Québec – Permissive, Version 1.1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"C-UDA-1.0","scancode:c-uda-1.0","scancode://c-uda-1.0","Computational Use of Data Agreement 1.0","Computational Use of Data Agreement v1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CERN-OHL-S-2.0","scancode:cern-ohl-s-2.0","scancode://cern-ohl-s-2.0","CERN Open Hardware Licence Strongly Reciprocal 2.0","CERN Open Hardware Licence Version 2 - Strongly Reciprocal",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-NC-SA-2.5","scancode:cc-by-nc-sa-2.5","scancode://cc-by-nc-sa-2.5","Creative Commons BY-NC-SA 2.5 (generic)","Creative Commons Attribution Non Commercial Share Alike 2.5 Generic",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-ND-2.5","scancode:cc-by-nd-2.5","scancode://cc-by-nd-2.5","Creative Commons BY-ND 2.5 (generic)","Creative Commons Attribution No Derivatives 2.5 Generic",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Barr","Barr License","Barr TeX License","scancode:barr-tex","scancode://barr-tex",,,,,,,,,,,,,,,,,,,,,,,,,,,
"TOSL","TOSL 1.0a","scancode:tosl","scancode://tosl","Trusster Open Source License",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-NC-SA-2.0","scancode:cc-by-nc-sa-2.0","scancode://cc-by-nc-sa-2.0","Creative Commons BY-NC-SA 2.0 (generic)","Creative Commons Attribution Non Commercial Share Alike 2.0 Generic",,,,,,,,,,,,,,,,,,,,,,,,,,,
"GD","GD License","libgd License 2018","scancode:libgd-2018","scancode://libgd-2018",,,,,,,,,,,,,,,,,,,,,,,,,,,
"OLDAP-2.3","scancode:openldap-2.3","scancode://openldap-2.3","OpenLDAP Public License 2.3","Open LDAP Public License v2.3",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-NC-ND-1.0","scancode:cc-by-nc-nd-1.0","scancode://cc-by-nc-nd-1.0","Creative Commons BY-NC-ND 1.0 (generic)","Creative Commons Attribution Non Commercial No Derivatives 1.0 Generic",,,,,,,,,,,,,,,,,,,,,,,,,,,
"SugarCRM-1.1.3","SugarCRM License 1.1.3","scancode://sugarcrm-1.1.3","SugarCRM Public License 1.1.3","SugarCRM Public License v1.1.3",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-NC-2.5","scancode:cc-by-nc-2.5","scancode://cc-by-nc-2.5","Creative Commons BY-NC 2.5 (generic)","Creative Commons Attribution Non Commercial 2.5 Generic",,,,,,,,,,,,,,,,,,,,,,,,,,,
"GL2PS","GL2PS License","scancode:gl2ps","scancode://gl2ps","GL2PS LICENSE, Version 2",,,,,,,,,,,,,,,,,,,,,,,,,,,
"zlib-acknowledgement","scancode:zlib-acknowledgement","scancode://zlib-acknowledgement","ZLIB License with Acknowledgment","zlib/libpng License with Acknowledgement",,,,,,,,,,,,,,,,,,,,,,,,,,,
"TU-Berlin-1.0","scancode:tu-berlin","scancode://tu-berlin","TU Berlin License 1.0","Technische Universitaet Berlin License 1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,
"YPL 1.1","YPL-1.1","scancode:ypl-1.1","scancode://ypl-1.1","Yahoo! Public License v1.1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-NC-SA-4.0","scancode://cc-by-nc-sa-4.0","Creative Commons BY-NC-SA 4.0","Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International","Creative Commons Attribution Non Commercial Share Alike 4.0 International",,,,,,,,,,,,,,,,,,,,,,,,,,,
"TAPR-OHL-1.0","scancode:tapr-ohl-1.0","TAPR Open Hardware 1.0","scancode://tapr-ohl-1.0","TAPR Open Hardware License v1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adobe-2006","scancode:adobe-scl","scancode://adobe-scl","Adobe Source Code License 2006","Adobe Systems Incorporated Source Code License Agreement",,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZPL 1.1","ZPL-1.1","scancode:zpl-1.1","scancode://zpl-1.1","Zope Public License 1.1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"EUPL 1.0","EUPL-1.0","scancode:eupl-1.0","scancode://eupl-1.0","European Union Public License 1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adobe-Glyph","Adobe Glyph License","scancode:adobe-glyph","scancode://adobe-glyph","Adobe Glyph List License",,,,,,,,,,,,,,,,,,,,,,,,,,,
"APSL 1.0","APSL-1.0","scancode:apsl-1.0","scancode://apsl-1.0","Apple Public Source License 1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,
"OSL 2.0","OSL-2.0","scancode:osl-2.0","scancode://osl-2.0","Open Software License 2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,
"OLDAP-2.0","scancode:openldap-2.0","scancode://openldap-2.0","OpenLDAP Public License 2.0","Open LDAP Public License v2.0 (or possibly 2.0A and 2.0B)",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-NC-ND-3.0-IGO","scancode:cc-by-nc-nd-3.0-igo","scancode://cc-by-nc-nd-3.0-igo","Creative Commons BY-NC-ND 3.0 (IGO)","Creative Commons Attribution Non Commercial No Derivatives 3.0 IGO",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spencer-99","Spencer License 99","Henry Spencer License 1999","scancode:henry-spencer-1999","scancode://henry-spencer-1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
"PolyForm-Noncommercial-1.0.0","PolyForm Noncommercial License 1.0.0","Polyform Noncommercial License 1.0.0","scancode:polyform-noncommercial-1.0.0","scancode://polyform-noncommercial-1.0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,
"NAIST-2003","scancode:naist-2003","scancode://naist-2003","Nara Institute License 2003","Nara Institute of Science and Technology License (2003)",,,,,,,,,,,,,,,,,,,,,,,,,,,
"XFree86-1.1","XFree86 1.1 License","XFree86 License 1.1","scancode:xfree86-1.1","scancode://xfree86-1.1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-3.0-US","scancode:cc-by-3.0-us","scancode://cc-by-3.0-us","Creative Commons BY 3.0 (US)","Creative Commons Attribution 3.0 United States",,,,,,,,,,,,,,,,,,,,,,,,,,,
"ANTLR-PD","ANTLR 2 License","scancode://antlr-pd","scancode:antlr-pd-fallback","ANTLR Software Rights Notice",,,,,,,,,,,,,,,,,,,,,,,,,,,
"PolyForm-Small-Business-1.0.0","PolyForm Small Business License 1.0.0","Polyform Small Business License 1.0.0","scancode:polyform-small-business-1.0.0","scancode://polyform-small-business-1.0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,
"FreeImage","scancode:freeimage-1.0","scancode://freeimage-1.0","FreeImage Public License 1.0","FreeImage Public License v1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,
"OLDAP-2.2.1","scancode:openldap-2.2.1","scancode://openldap-2.2.1","OpenLDAP Public License 2.2.1","Open LDAP Public License v2.2.1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Afmparse","Afmparse License","afmparse License","scancode:afmparse","scancode://afmparse",,,,,,,,,,,,,,,,,,,,,,,,,,,
"OLDAP-2.2.2","scancode:openldap-2.2.2","scancode://openldap-2.2.2","OpenLDAP Public License 2.2.2","Open LDAP Public License 2.2.2",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Parity-6.0.0","scancode:parity-6.0.0","scancode://parity-6.0.0","Parity Public License 6.0.0","The Parity Public License 6.0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CERN-OHL-P-2.0","scancode:cern-ohl-p-2.0","scancode://cern-ohl-p-2.0","CERN Open Hardware Licence Permissive 2.0","CERN Open Hardware Licence Version 2 - Permissive",,,,,,,,,,,,,,,,,,,,,,,,,,,
"OLDAP-2.8","scancode:openldap-2.8","scancode://openldap-2.8","OpenLDAP Public License 2.8","Open LDAP Public License v2.8",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sendmail 8.23","Sendmail-8.23","Sendmail License 8.23","scancode:sendmail-8.23","scancode://sendmail-8.23",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-1.0","scancode:cc-by-1.0","scancode://cc-by-1.0","Creative Commons BY 1.0","Creative Commons Attribution 1.0 Generic",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-NC-3.0","scancode:cc-by-nc-3.0","scancode://cc-by-nc-3.0","Creative Commons BY-NC 3.0 (unported)","Creative Commons Attribution Non Commercial 3.0 Unported",,,,,,,,,,,,,,,,,,,,,,,,,,,
"OLDAP-1.4","scancode:openldap-1.4","scancode://openldap-1.4","OpenLDAP Public License 1.4","Open LDAP Public License v1.4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CDLA Permissive 1.0","CDLA-Permissive-1.0","scancode:cdla-permissive-1.0","scancode://cdla-permissive-1.0","Community Data License Agreement Permissive 1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,
"LiLiQ-R","LiLiQ-R-1.1","Licence Libre du Québec – Réciprocité","Licence Libre du Québec – Réciprocité version 1.1","Licence Libre du Québec – Réciprocité, Version 1.1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"BUSL-1.1","scancode:bsl-1.1","scancode://bsl-1.1","Businnes-Source-1.1","Business Source License 1.1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"OLDAP-2.0.1","scancode:openldap-2.0.1","scancode://openldap-2.0.1","OpenLDAP Public License 2.0.1","Open LDAP Public License v2.0.1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"psutils","psutils License","scancode:psutils","scancode://psutils","PS Utilities License",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-2.0","scancode:cc-by-2.0","scancode://cc-by-2.0","Creative Commons BY 2.0","Creative Commons Attribution 2.0 Generic",,,,,,,,,,,,,,,,,,,,,,,,,,,
"SNIA","SNIA License","scancode:snia","scancode://snia","SNIA Public License 1.1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"MIT-open-group","MIT Open Group Variant","MIT Open Group variant","X11-Style (Open Group)","scancode://x11-opengroup",,,,,,,,,,,,,,,,,,,,,,,,,,,
"LBNL BSD Variant","BSD-3-Clause-LBNL","scancode://lbnl-bsd","Lawrence Berkeley National Labs BSD variant license","BSD 3-Clause License (Lawrence Berkeley National Labs)",,,,,,,,,,,,,,,,,,,,,,,,,,,
"OML","FastCGI DevKit","Open Market License","scancode:fastcgi-devkit","scancode://fastcgi-devkit",,,,,,,,,,,,,,,,,,,,,,,,,,,
"OLDAP-2.2","scancode:openldap-2.2","scancode://openldap-2.2","OpenLDAP Public License 2.2","Open LDAP Public License v2.2",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CERN-OHL-W-2.0","scancode:cern-ohl-w-2.0","scancode://cern-ohl-w-2.0","CERN Open Hardware Licence Weakly Reciprocal 2.0","CERN Open Hardware Licence Version 2 - Weakly Reciprocal",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-ND-1.0","scancode:cc-by-nd-1.0","scancode://cc-by-nd-1.0","Creative Commons BY-ND 1.0 (generic)","Creative Commons Attribution No Derivatives 1.0 Generic",,,,,,,,,,,,,,,,,,,,,,,,,,,
"MakeIndex","MakeIndex License","scancode:makeindex","scancode://makeindex","MakeIndex Distribution Notice",,,,,,,,,,,,,,,,,,,,,,,,,,,
"FTL","scancode:freetype","scancode://freetype","FreeType Project License","Freetype Project License",,,,,,,,,,,,,,,,,,,,,,,,,,,
"LPPL 1.3a","LPPL-1.3a","scancode:lppl-1.3a","scancode://lppl-1.3a","LaTeX Project Public License v1.3a",,,,,,,,,,,,,,,,,,,,,,,,,,,
"OLDAP-1.2","scancode:openldap-1.2","scancode://openldap-1.2","OpenLDAP Public License 1.2","Open LDAP Public License v1.2",,,,,,,,,,,,,,,,,,,,,,,,,,,
"LiLiQ-R+","LiLiQ-Rplus-1.1","LiLiQ Rplus License 1.1","Licence Libre du Québec – Réciprocité forte version 1.1","Licence Libre du Québec – Réciprocité forte, Version 1.1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"OCCT PL","OCCT-PL","scancode:occt-pl","scancode://occt-pl","Open CASCADE Technology Public License",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CPOL 1.02","CPOL-1.02","scancode:cpol-1.02","scancode://cpol-1.02","Code Project Open License 1.02",,,,,,,,,,,,,,,,,,,,,,,,,,,
"OLDAP-2.1","scancode:openldap-2.1","scancode://openldap-2.1","OpenLDAP Public License 2.1","Open LDAP Public License v2.1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-ND-3.0","scancode:cc-by-nd-3.0","scancode://cc-by-nd-3.0","Creative Commons BY-ND 3.0 (unported)","Creative Commons Attribution No Derivatives 3.0 Unported",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mulan PSL v1","MulanPSL-1.0","scancode://mulanpsl-1.0","Mulan Permissive Software License 1","Mulan Permissive Software License, Version 1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"MIT-enna","enna License","scancode:enna","scancode://enna","MIT License (with enna advertising)",,,,,,,,,,,,,,,,,,,,,,,,,,,
"BSD-4-Clause-UC","BSD-Original-UC","scancode://bsd-original-uc","BSD 3-Clause License (UC; without 3rd Clause)","BSD-4-Clause (University of California-Specific)",,,,,,,,,,,,,,,,,,,,,,,,,,,
"YPL 1.0","YPL-1.0","scancode:ypl-1.0","scancode://ypl-1.0","Yahoo! Public License v1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,
"copyleft-next 0.3.1","copyleft-next-0.3.1","copyleft next License 0.3.1","scancode:copyleft-next-0.3.1","scancode://copyleft-next-0.3.1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"NLOD-1.0","scancode:nlod-1.0","scancode://nlod-1.0","Norwegian Licence (Open Government Data)","Norwegian Licence for Open Government Data (NLOD) 1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSFUL","scancode:fsf-free","scancode://fsf-free","FSF Unlimited License","FSF Free Software License",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CDLA Sharing 1.0","CDLA-Sharing-1.0","scancode:cdla-sharing-1.0","scancode://cdla-sharing-1.0","Community Data License Agreement Sharing 1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,
"OLDAP-2.6","scancode:openldap-2.6","scancode://openldap-2.6","OpenLDAP Public License 2.6","Open LDAP Public License v2.6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"OPUBL-1.0","scancode://openpub","Open-Publication-1.0","Open Publication License 1.0","Open Publication License v1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,
"copyleft-next 0.3.0","copyleft-next-0.3.0","copyleft next License 0.3.0","scancode:copyleft-next-0.3.0","scancode://copyleft-next-0.3.0",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAL-1.0","osi:CAL-1.0","scancode:cal-1.0","scancode://cal-1.0","Cryptographic Autonomy License 1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Artistic-1.0-Perl","Artistic-Perl-1.0","scancode:artistic-perl-1.0","Artistic License 1.0 (Perl)","scancode://artistic-perl-1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,
"OLDAP-2.5","scancode:openldap-2.5","scancode://openldap-2.5","OpenLDAP Public License 2.5","Open LDAP Public License v2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.3-no-invariants-only","scancode://gfdl-1.3-no-invariants-only","GNU Free Documentation License 1.3 (no invariants)","GNU Free Documentation License v1.3 only - no invariants",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SMPPL","scancode:smppl","scancode://smppl","Secure Messaging Protocol Public License",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BSD 4 Clause Shortened","BSD 4-Clause Shortened","BSD-4-Clause-Shortened","scancode://bsd-4-clause-shortened",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CDLA Permissive 2.0","CDLA-Permissive-2.0","scancode://cdla-permissive-2.0","Community Data License Agreement Permissive 2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"scancode://sun-bsd-no-nuclear","BSD 3-Clause No Nuclear License","BSD-3-Clause-No-Nuclear-License","Sun BSD-Style with Nuclear Restrictions",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Latex2e","Latex2e License","scancode:latex2e","scancode://latex2e",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CDL-1.0","ACDL 1.0","scancode://acdl-1.0","Common Documentation License 1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saxpath","Saxpath License","scancode:saxpath","scancode://saxpath",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SSH-short","SSH short notice","Tatu Ylonen License","scancode://tatu-ylonen",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mup","Mup License","scancode:mup","scancode://mup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dotseqn","Dotseqn License","scancode:dotseqn","scancode://dotseqn",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"libselinux-1.0","selinux-nsa-declaration-1.0","libselinux public domain notice","scancode://selinux-nsa-declaration-1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BSD-3-Clause-No-Military","BSD 3-Clause No Military License","BSD-3-Clause-No-Military-License","scancode://bsd-3-clause-no-military",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Unicode-TOU","Unicode Terms of Use","scancode:unicode-tou","scancode://unicode-tou",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zed","Zed License","scancode:zed","scancode://zed",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Imlib2","Imlib2 License","scancode:imlib2","scancode://imlib2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BSD 3-Clause No Nuclear Warranty","BSD-3-Clause-No-Nuclear-Warranty","BSD 3-Clause License (no nuclear warranty)","scancode://bsd-3-clause-no-nuclear-warranty",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BlueOak-1.0.0","scancode:blueoak-1.0.0","scancode://blueoak-1.0.0","Blue Oak Model License 1.0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gnuplot","gnuplot License","scancode:gnuplot","scancode://gnuplot",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NLPL","scancode:nlpl","scancode://nlpl","No Limit Public License",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ADSL","scancode:adsl","scancode://adsl","Amazon Digital Services License",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"psfrag","psfrag License","scancode:psfrag","scancode://psfrag",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BSD-2-Clause-Views","scancode://bsd-2-clause-views","BSD 2-Clause with Views Sentence","BSD 2-Clause with views sentence",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"blessing","SQLite Blessing","scancode:blessing","scancode://blessing",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSFAP","scancode:fsf-ap","scancode://fsf-ap","FSF All Permissive License",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Caldera","Caldera License","scancode:caldera","scancode://caldera",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.1-no-invariants-only","scancode://gfdl-1.1-no-invariants-only","GNU Free Documentation License 1.1 (no invariants)","GNU Free Documentation License v1.1 only - no invariants",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OFL-1.1-no-RFN","scancode://ofl-1.1-no-rfn","OFL 1.1 no Reserved Font Name","SIL Open Font License 1.1 with no Reserved Font Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OFL-1.0-no-RFN","scancode://ofl-1.0-no-rfn","OFL 1.0 no Reserved Font Name","SIL Open Font License 1.0 with no Reserved Font Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"xinetd","xinetd License","scancode:xinetd","scancode://xinetd",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FreeBSD-DOC","FreeBSD Doc License","scancode://freebsd-doc","FreeBSD Documentation License",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.3-invariants-only","scancode://gfdl-1.3-invariants-only","GNU Free Documentation License 1.3 (invariants)","GNU Free Documentation License v1.3 only - invariants",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DSDP","DSDP License","scancode:dsdp","scancode://dsdp",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crossword","Crossword License","scancode:crossword","scancode://crossword",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"XSkat","XSkat License","scancode:xskat","scancode://xskat",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Newsletr","Newsletr License","scancode:newsletr","scancode://newsletr",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CNRI-Jython","CNRI Jython License","scancode:cnri-jython","scancode://cnri-jython",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BSD-Protection","BSD Protection License","scancode:bsd-protection","scancode://bsd-protection",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ImageMagick","ImageMagick License","scancode:imagemagick","scancode://imagemagick",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eurosym","Eurosym License","scancode:eurosym","scancode://eurosym",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Abstyles","Abstyles License","scancode:abstyles","scancode://abstyles",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NRL","NRL License","scancode:nrl","scancode://nrl",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.2-no-invariants-only","scancode://gfdl-1.2-no-invariants-only","GNU Free Documentation License 1.2 (no invariants)","GNU Free Documentation License v1.2 only - no invariants",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cube","Cube License","scancode:cube","scancode://cube",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AML","scancode:aml","scancode://aml","Apple MIT License",,,,,,,,,,,,,,,,,,,,,,,,,,,,
