,,,,,,,,,,,,,,,,,,,,,,,,
"scancode://gpl-3.0-autoconf","GPL 3.0 with Autoconf exception","GPL-3.0-with-autoconf-exception",,,,,,,,,,,,,,,,,,,,,,
"scancode://gpl-3.0-gcc","GPL-3.0-with-GCC-exception","GPL 3.0 with GCC runtime library exception",,,,,,,,,,,,,,,,,,,,,,
"GPL-3.0 Linking Exception","GPL-3.0-linking-exception","scancode://gpl-3.0-linking-exception",,,,,,,,,,,,,,,,,,,,,,
"GPL-3.0 Linking Source Exception","GPL-3.0-linking-source-exception","scancode://gpl-3.0-linking-source-exception",,,,,,,,,,,,,,,,,,,,,,
"GPL-CC-1.0","scancode://gplcc-1.0","GPL Cooperation Commitment 1.0",,,,,,,,,,,,,,,,,,,,,,
"i2p-gpl-java-exception","i2p GPL plus Java Exception","scancode://i2p-gpl-java-exception",,,,,,,,,,,,,,,,,,,,,,
"LGPL-3.0 Linking Exception","LGPL-3.0-linking-exception","scancode://lgpl-3.0-linking-exception",,,,,,,,,,,,,,,,,,,,,,
"Libtool-exception","GNU Libtool exception to GPL 2.0","scancode://libtool-exception-2.0",,,,,,,,,,,,,,,,,,,,,,
"Linux-syscall-note","Linux Syscall Exception to GPL","scancode://linux-syscall-exception-gpl",,,,,,,,,,,,,,,,,,,,,,
"LLVM-exception","scancode://llvm-exception","LLVM Exception to Apache 2.0",,,,,,,,,,,,,,,,,,,,,,
"LZMA-exception","LZMA exception to CPL 1.0","scancode://lzma-cpl-exception",,,,,,,,,,,,,,,,,,,,,,
"mif-exception","scancode://mif-exception","Macros and Inline Functions Exception to GPL 2.0",,,,,,,,,,,,,,,,,,,,,,
"OCaml LGPL Linking Exception","OCaml-LGPL-linking-exception","scancode://ocaml-lgpl-linking-exception",,,,,,,,,,,,,,,,,,,,,,
"OCCT-exception-1.0","scancode://occt-exception-1.0","Open CASCADE Exception to LGPL 2.1",,,,,,,,,,,,,,,,,,,,,,
"OpenJDK-assembly-exception-1.0","OpenJDK Assembly exception to GPL 2.0","scancode://openjdk-assembly-exception-1.0",,,,,,,,,,,,,,,,,,,,,,
"openvpn-openssl-exception","OpenVPN OpenSSL Exception to GPL","scancode://openvpn-openssl-exception",,,,,,,,,,,,,,,,,,,,,,
"Qt GPL exception 1.0","Qt-GPL-exception-1.0","scancode://qt-gpl-exception-1.0",,,,,,,,,,,,,,,,,,,,,,
"Qt LGPL exception 1.1","Qt-LGPL-exception-1.1","scancode://qt-lgpl-exception-1.1",,,,,,,,,,,,,,,,,,,,,,
"Qwt-exception-1.0","Qwt exception to LGPL 2.1","scancode://qwt-exception-1.0",,,,,,,,,,,,,,,,,,,,,,
"SHL-2.0","scancode://shl-2.0","Solderpad Hardware License v2.0",,,,,,,,,,,,,,,,,,,,,,
"SHL-2.1","scancode://shl-2.1","Solderpad Hardware License v2.1",,,,,,,,,,,,,,,,,,,,,,
"u-boot-exception-2.0","U-Boot exception to GPL 2.0","scancode://u-boot-exception-2.0",,,,,,,,,,,,,,,,,,,,,,
"Universal-FOSS-exception-1.0","Universal FOSS Exception v1.0","scancode://universal-foss-exception-1.0",,,,,,,,,,,,,,,,,,,,,,
"WxWindows-exception-3.1","scancode://wxwindows-exception-3.1","WxWindows Library Exception to GPL 2.0 or later",,,,,,,,,,,,,,,,,,,,,,
"bzip2-1.0.5","bzip2 and libbzip2 License v1.0.5",,,,,,,,,,,,,,,,,,,,,,,
"LAL-1.2","Licence Art Libre 1.2",,,,,,,,,,,,,,,,,,,,,,,
"LAL-1.3","Licence Art Libre 1.3",,,,,,,,,,,,,,,,,,,,,,,
"Public Domain","scancode://public-domain",,,,,,,,,,,,,,,,,,,,,,,
"radvd License","scancode://radvd",,,,,,,,,,,,,,,,,,,,,,,
"softSurfer License","scancode://softsurfer",,,,,,,,,,,,,,,,,,,,,,,
"scancode://amazon-sl","Amazon Software License",,,,,,,,,,,,,,,,,,,,,,,
"scancode://itunes","Apple iTunes License",,,,,,,,,,,,,,,,,,,,,,,
"scancode://quicktime","Apple Quicktime License",,,,,,,,,,,,,,,,,,,,,,,
"C/Migemo License","scancode://cmigemo",,,,,,,,,,,,,,,,,,,,,,,
"Commons Clause","scancode://commons-clause",,,,,,,,,,,,,,,,,,,,,,,
"scancode://frontier-1.0","Frontier Artistic License",,,,,,,,,,,,,,,,,,,,,,,
"MSNTP License","scancode://msntp",,,,,,,,,,,,,,,,,,,,,,,
"Paul Hsieh Exposition License","scancode://paul-hsieh-exposition",,,,,,,,,,,,,,,,,,,,,,,
"Pine License","scancode://pine",,,,,,,,,,,,,,,,,,,,,,,
"scancode://sgi-glx-1.0","SGI GLX Public License 1.0",,,,,,,,,,,,,,,,,,,,,,,
"Sun RPC License","scancode://sun-rpc",,,,,,,,,,,,,,,,,,,,,,,
"Arphic Public License","scancode://arphic-public",,,,,,,,,,,,,,,,,,,,,,,
"scancode://bitstream","Bitstream Vera Font License",,,,,,,,,,,,,,,,,,,,,,,
"MgOpen Font License","scancode://mgopen-font-license",,,,,,,,,,,,,,,,,,,,,,,
"DSL","Design Science License",,,,,,,,,,,,,,,,,,,,,,,
"scancode://odl","Open Directory License",,,,,,,,,,,,,,,,,,,,,,,
"W3C Documentation License","scancode://w3c-documentation",,,,,,,,,,,,,,,,,,,,,,,
"ZPL-1.0","Zope Public License (ZPL) Version 1.0",,,,,,,,,,,,,,,,,,,,,,,
"met-office-cp","Met Office UK Climate Projections Licence Agreement",,,,,,,,,,,,,,,,,,,,,,,
"ukcrown","UK Crown Copyright",,,,,,,,,,,,,,,,,,,,,,,
"mitre","MITRE Collaborative Virtual Workspace License (CVW License)",,,,,,,,,,,,,,,,,,,,,,,
"ODC-BY-1.0","Open Data Commons Attribution License 1.0",,,,,,,,,,,,,,,,,,,,,,,
"dli-model-use","Statistics Canada: Data Liberation Initiative (DLI) - Model Data Use Licence",,,,,,,,,,,,,,,,,,,,,,,
"Geogratis","geogratis",,,,,,,,,,,,,,,,,,,,,,,
"Against DRM","Against-DRM",,,,,,,,,,,,,,,,,,,,,,,
"FAL-1.3","Free Art License 1.3",,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.3-no-cover-texts-no-invariant-sections","GNU Free Documentation License 1.3 with no cover texts and no invariant sections",,,,,,,,,,,,,,,,,,,,,,,
"Talis","Talis Community License",,,,,,,,,,,,,,,,,,,,,,,
"hesa-withrights","Higher Education Statistics Agency Copyright with data.gov.uk rights",,,,,,,,,,,,,,,,,,,,,,,
"localauth-withrights","Local Authority Copyright with data.gov.uk rights",,,,,,,,,,,,,,,,,,,,,,,
"ukclickusepsi","UK Click Use PSI",,,,,,,,,,,,,,,,,,,,,,,
"ukcrown-withrights","UK Crown Copyright with data.gov.uk rights",,,,,,,,,,,,,,,,,,,,,,,
"ukpsi","UK PSI Public Sector Information",,,,,,,,,,,,,,,,,,,,,,,
"notspecified","License Not Specified",,,,,,,,,,,,,,,,,,,,,,,
"other-closed","Other (Not Open)",,,,,,,,,,,,,,,,,,,,,,,
"other-nc","Other (Non-Commercial)",,,,,,,,,,,,,,,,,,,,,,,
"LO-FR-2.0","Open License 2.0",,,,,,,,,,,,,,,,,,,,,,,
"other-at","Other (Attribution)",,,,,,,,,,,,,,,,,,,,,,,
"other-open","Other (Open)",,,,,,,,,,,,,,,,,,,,,,,
"other-pd","Other (Public Domain)",,,,,,,,,,,,,,,,,,,,,,,
"OPL-2.1","OSET Foundation Public License",,,,,,,,,,,,,,,,,,,,,,,
"scancode://ssleay","Original SSLeay License",,,,,,,,,,,,,,,,,,,,,,,
"scancode://minpack","Minpack Copyright Notice",,,,,,,,,,,,,,,,,,,,,,,
"XFree86-1.0","XFree86 1.0 License",,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-3.0-US","Creative Commons Attribution 3.0 United States",,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.1","GNU Free Documentation License Version 1.1",,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.2","GNU Free Documentation License Version 1.2",,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.3","GNU Free Documentation License Version 1.3",,,,,,,,,,,,,,,,,,,,,,,
"scancode://sun-sissl-1.0","Sun Industry Standards Source License 1.0",,,,,,,,,,,,,,,,,,,,,,,
"IOzone License","scancode://iozone",,,,,,,,,,,,,,,,,,,,,,,
" Zend-2.0","Zend Engine License, Version 2.00",,,,,,,,,,,,,,,,,,,,,,,
"Inno Setup License","scancode://inno-setup",,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-SA-2.0-UK","Creative Commons Attribution Share Alike 2.0 England and Wales",,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.1-invariants-only","GNU Free Documentation License v1.1 only - invariants",,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.1-invariants-or-later","GNU Free Documentation License v1.1 or later - invariants",,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.1-no-invariants-only","GNU Free Documentation License v1.1 only - no invariants",,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.1-no-invariants-or-later","GNU Free Documentation License v1.1 or later - no invariants",,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.2-invariants-only","GNU Free Documentation License v1.2 only - invariants",,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.2-invariants-or-later","GNU Free Documentation License v1.2 or later - invariants",,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.2-no-invariants-only","GNU Free Documentation License v1.2 only - no invariants",,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.2-no-invariants-or-later","GNU Free Documentation License v1.2 or later - no invariants",,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.3-invariants-only","GNU Free Documentation License v1.3 only - invariants",,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.3-invariants-or-later","GNU Free Documentation License v1.3 or later - invariants",,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.3-no-invariants-only","GNU Free Documentation License v1.3 only - no invariants",,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.3-no-invariants-or-later","GNU Free Documentation License v1.3 or later - no invariants",,,,,,,,,,,,,,,,,,,,,,,
"OFL-1.0-RFN","SIL Open Font License 1.0 with Reserved Font Name",,,,,,,,,,,,,,,,,,,,,,,
"OFL-1.0-no-RFN","SIL Open Font License 1.0 with no Reserved Font Name",,,,,,,,,,,,,,,,,,,,,,,
"OFL-1.1-RFN","SIL Open Font License 1.1 with Reserved Font Name",,,,,,,,,,,,,,,,,,,,,,,
"OFL-1.1-no-RFN","SIL Open Font License 1.1 with no Reserved Font Name",,,,,,,,,,,,,,,,,,,,,,,
"3Com Microcode","scancode://3com-microcode",,,,,,,,,,,,,,,,,,,,,,,
"3D Slicer License 1.0","scancode://3dslicer-1.0",,,,,,,,,,,,,,,,,,,,,,,
"4Suite 1.1","scancode://4suite-1.1",,,,,,,,,,,,,,,,,,,,,,,
"Anti 996 License 1.0","scancode://996-icu-1.0",,,,,,,,,,,,,,,,,,,,,,,
"ABRMS","scancode://abrms",,,,,,,,,,,,,,,,,,,,,,,
"AC3Filter License","scancode://ac3filter",,,,,,,,,,,,,,,,,,,,,,,
"ACDL 1.0","scancode://acdl-1.0",,,,,,,,,,,,,,,,,,,,,,,
"ActiveState Community License 2012","scancode://activestate-community-2012",,,,,,,,,,,,,,,,,,,,,,,
"ActiveState Community License","scancode://activestate-community",,,,,,,,,,,,,,,,,,,,,,,
"ActiveState Komodo Edit EULA","scancode://activestate-komodo-edit",,,,,,,,,,,,,,,,,,,,,,,
"scancode://actuate-birt-ihub-ftype-sla","BIRT iHub F-Type Software License Agreement",,,,,,,,,,,,,,,,,,,,,,,
"scancode://ada-linking-exception","Ada linking exception to GPL 2.0 or later",,,,,,,,,,,,,,,,,,,,,,,
"scancode://adaptec-downloadable","Adaptec Downloadable Software License",,,,,,,,,,,,,,,,,,,,,,,
"Adaptec EULA","scancode://adaptec-eula",,,,,,,,,,,,,,,,,,,,,,,
"scancode://addthis-mobile-sdk-1.0","AddThis Mobile Application SDK License 1.0",,,,,,,,,,,,,,,,,,,,,,,
"ADI BSD","scancode://adi-bsd",,,,,,,,,,,,,,,,,,,,,,,
"Adobe Acrobat Reader EULA","scancode://adobe-acrobat-reader-eula",,,,,,,,,,,,,,,,,,,,,,,
"Adobe Air SDK EULA - 2014","scancode://adobe-air-sdk-2014",,,,,,,,,,,,,,,,,,,,,,,
"scancode://adobe-air-sdk","Adobe AIR SDK EULA - 2008",,,,,,,,,,,,,,,,,,,,,,,
"scancode://adobe-dng-sdk","Adobe DNG SDK License Agreement",,,,,,,,,,,,,,,,,,,,,,,
"Adobe EULA","scancode://adobe-eula",,,,,,,,,,,,,,,,,,,,,,,
"Adobe Flash Player EULA 21.0","scancode://adobe-flash-player-eula-21.0",,,,,,,,,,,,,,,,,,,,,,,
"Adobe Flex 4 SDK SLA","scancode://adobe-flex-4-sdk",,,,,,,,,,,,,,,,,,,,,,,
"Adobe Flex SDK SLA","scancode://adobe-flex-sdk",,,,,,,,,,,,,,,,,,,,,,,
"Adobe General TOU","scancode://adobe-general-tou",,,,,,,,,,,,,,,,,,,,,,,
"Adobe InDesign SDK License","scancode://adobe-indesign-sdk",,,,,,,,,,,,,,,,,,,,,,,
"Adobe PostScript License","scancode://adobe-postscript",,,,,,,,,,,,,,,,,,,,,,,
"AES-128 3.0 License","scancode://aes-128-3.0",,,,,,,,,,,,,,,,,,,,,,,
"Aladdin FPL v9","scancode://afpl-9.0",,,,,,,,,,,,,,,,,,,,,,,
"scancode://agentxpp","AgentX++ License Agreement",,,,,,,,,,,,,,,,,,,,,,,
"Agere BSD","scancode://agere-bsd",,,,,,,,,,,,,,,,,,,,,,,
"Agere WindModem EULA","scancode://agere-sla",,,,,,,,,,,,,,,,,,,,,,,
"AGPL 2.0","scancode://agpl-2.0",,,,,,,,,,,,,,,,,,,,,,,
"scancode://agpl-3.0-bacula","AGPL 3.0 with Bacula exception",,,,,,,,,,,,,,,,,,,,,,,
"AGPL 3.0 linking exception","scancode://agpl-3.0-linking-exception",,,,,,,,,,,,,,,,,,,,,,,
"scancode://agpl-3.0-openssl","AGPL 3.0 with OpenSSL exception",,,,,,,,,,,,,,,,,,,,,,,
"AGPL Generic Additional Terms","scancode://agpl-generic-additional-terms",,,,,,,,,,,,,,,,,,,,,,,
"Aladdin MD5 License","scancode://aladdin-md5",,,,,,,,,,,,,,,,,,,,,,,
"Alasir Licence","scancode://alasir",,,,,,,,,,,,,,,,,,,,,,,
"Alexisisaac Freeware License","scancode://alexisisaac-freeware",,,,,,,,,,,,,,,,,,,,,,,
"Alfresco FLOSS Exception v0.5","scancode://alfresco-exception-0.5",,,,,,,,,,,,,,,,,,,,,,,
"Altova EULA","scancode://altova-eula",,,,,,,,,,,,,,,,,,,,,,,
"scancode://amazon-redshift-jdbc","Amazon Redshift JDBC Driver License Agreement",,,,,,,,,,,,,,,,,,,,,,,
"AMD Historical License","scancode://amd-historical",,,,,,,,,,,,,,,,,,,,,,,
"AMSFonts license","scancode://ams-fonts",,,,,,,,,,,,,,,,,,,,,,,
"Android SDK License 2009","scancode://android-sdk-2009",,,,,,,,,,,,,,,,,,,,,,,
"Android SDK License 2012","scancode://android-sdk-2012",,,,,,,,,,,,,,,,,,,,,,,
"Android SDK License 2015","scancode://android-sdk-license",,,,,,,,,,,,,,,,,,,,,,,
"Android SDK Preview License","scancode://android-sdk-preview-2015",,,,,,,,,,,,,,,,,,,,,,,
"ANU License","scancode://anu-license",,,,,,,,,,,,,,,,,,,,,,,
"AOP-PD","scancode://aop-pd",,,,,,,,,,,,,,,,,,,,,,,
"Apache 2.0 with Linking Exception","scancode://apache-2.0-linking-exception",,,,,,,,,,,,,,,,,,,,,,,
"Apache 2.0 with Runtime Library Exception","scancode://apache-2.0-runtime-library-exception",,,,,,,,,,,,,,,,,,,,,,,
"Apache Due Credit Variant","scancode://apache-due-credit",,,,,,,,,,,,,,,,,,,,,,,
"Apache-Exception-llvm","scancode://apache-exception-llvm",,,,,,,,,,,,,,,,,,,,,,,
"Appfire EULA","scancode://appfire-eula",,,,,,,,,,,,,,,,,,,,,,,
"Apple Attribution 1997","scancode://apple-attribution-1997",,,,,,,,,,,,,,,,,,,,,,,
"Apple Attribution License","scancode://apple-attribution",,,,,,,,,,,,,,,,,,,,,,,
"scancode://apple-excl","Apple Example Code License",,,,,,,,,,,,,,,,,,,,,,,
"Apple MPEG-4 License","scancode://apple-mpeg-4",,,,,,,,,,,,,,,,,,,,,,,
"scancode://apple-sscl","Apple Sample Source Code License",,,,,,,,,,,,,,,,,,,,,,,
"Aptana 1.0","scancode://aptana-1.0",,,,,,,,,,,,,,,,,,,,,,,
"Aptana exception to GPL 3.0","scancode://aptana-exception-3.0",,,,,,,,,,,,,,,,,,,,,,,
"Aravindan Premkumar Licenase","scancode://aravindan-premkumar",,,,,,,,,,,,,,,,,,,,,,,
"ArgoUML License","scancode://argouml",,,,,,,,,,,,,,,,,,,,,,,
"scancode://arm-cortex-mx","ARM Cortex-Mx Proprietary",,,,,,,,,,,,,,,,,,,,,,,
"ARM LLVM Grant","scancode://arm-llvm-sga",,,,,,,,,,,,,,,,,,,,,,,
"Artop ASLP","scancode://aslp",,,,,,,,,,,,,,,,,,,,,,,
"Artop ASLR","scancode://aslr",,,,,,,,,,,,,,,,,,,,,,,
"ASMUS License","scancode://asmus",,,,,,,,,,,,,,,,,,,,,,,
"scancode://asn1","ASN.1 Object Dumping Code License",,,,,,,,,,,,,,,,,,,,,,,
"ATI Software EULA","scancode://ati-eula",,,,,,,,,,,,,,,,,,,,,,,
"Atlassian Marketplace Terms of Use","scancode://atlassian-marketplace-tou",,,,,,,,,,,,,,,,,,,,,,,
"Atmel Firmware License","scancode://atmel-firmware",,,,,,,,,,,,,,,,,,,,,,,
"atmosphere","scancode://atmosphere-0.4",,,,,,,,,,,,,,,,,,,,,,,
"Autoconf macro exception","scancode://autoconf-macro-exception",,,,,,,,,,,,,,,,,,,,,,,
"Autoconf simple exception to GPL-2.0","scancode://autoconf-simple-exception-2.0",,,,,,,,,,,,,,,,,,,,,,,
"Autoconf simple exception","scancode://autoconf-simple-exception",,,,,,,,,,,,,,,,,,,,,,,
"Autoit EULA","scancode://autoit-eula",,,,,,,,,,,,,,,,,,,,,,,
"scancode://autoopts-exception-2.0","AutoOpts exception to GPL 2.0 or later",,,,,,,,,,,,,,,,,,,,,,,
"Avisynth C Interface Exception","scancode://avisynth-c-interface-exception",,,,,,,,,,,,,,,,,,,,,,,
"Avisynth Linking Exception","scancode://avisynth-linking-exception",,,,,,,,,,,,,,,,,,,,,,,
"scancode://bacula-exception","Bacula exception to AGPL 3.0",,,,,,,,,,,,,,,,,,,,,,,
"Baekmuk Fonts License","scancode://baekmuk-fonts",,,,,,,,,,,,,,,,,,,,,,,
"BaKoMa Fonts Licence 1995","scancode://bakoma-fonts-1995",,,,,,,,,,,,,,,,,,,,,,,
"BEA 2.1","scancode://bea-2.1",,,,,,,,,,,,,,,,,,,,,,,
"Beal Screamer License","scancode://beal-screamer",,,,,,,,,,,,,,,,,,,,,,,
"BigDigits License","scancode://bigdigits",,,,,,,,,,,,,,,,,,,,,,,
"scancode://bigelow-holmes","Bigelow & Holmes Lucida Fonts License",,,,,,,,,,,,,,,,,,,,,,,
"Biopython License","scancode://biopython",,,,,,,,,,,,,,,,,,,,,,,
"scancode://bison-exception-2.0","Bison exception to GPL 2.0 or later",,,,,,,,,,,,,,,,,,,,,,,
"BitTorrent 1.2","scancode://bittorrent-1.2",,,,,,,,,,,,,,,,,,,,,,,
"BitTorrent EULA","scancode://bittorrent-eula",,,,,,,,,,,,,,,,,,,,,,,
"Bitzi-PD","scancode://bitzi-pd",,,,,,,,,,,,,,,,,,,,,,,
"BLAS License 2017","scancode://blas-2017",,,,,,,,,,,,,,,,,,,,,,,
"Blitz++ Artistic","scancode://blitz-artistic",,,,,,,,,,,,,,,,,,,,,,,
"Bloomberg BLPAPI License","scancode://bloomberg-blpapi",,,,,,,,,,,,,,,,,,,,,,,
"Boost Original","scancode://boost-original",,,,,,,,,,,,,,,,,,,,,,,
"scancode://bpel4ws-spec","BPEL4WS Specification license",,,,,,,,,,,,,,,,,,,,,,,
"bpmn.io License","scancode://bpmn-io",,,,,,,,,,,,,,,,,,,,,,,
"Brad Martinez VB-32 License","scancode://brad-martinez-vb-32",,,,,,,,,,,,,,,,,,,,,,,
"Brent Corkum License","scancode://brent-corkum",,,,,,,,,,,,,,,,,,,,,,,
"Brian Clapper License","scancode://brian-clapper",,,,,,,,,,,,,,,,,,,,,,,
"Brian Gladman 3-Clause License","scancode://brian-gladman-3-clause",,,,,,,,,,,,,,,,,,,,,,,
"Brian Gladman Dual BSD-GPL","scancode://brian-gladman-dual",,,,,,,,,,,,,,,,,,,,,,,
"Brian Gladman License","scancode://brian-gladman",,,,,,,,,,,,,,,,,,,,,,,
"Broadcom CFE License","scancode://broadcom-cfe",,,,,,,,,,,,,,,,,,,,,,,
"Broadcom Commercial Notice","scancode://broadcom-commercial",,,,,,,,,,,,,,,,,,,,,,,
"Broadcom Confidential","scancode://broadcom-confidential",,,,,,,,,,,,,,,,,,,,,,,
"scancode://broadcom-dual","Broadcom Dual GPL-Commercial",,,,,,,,,,,,,,,,,,,,,,,
"Broadcom Linking Exception to GPL 2.0","scancode://broadcom-linking-exception-2.0",,,,,,,,,,,,,,,,,,,,,,,
"scancode://broadcom-linking-unmodified","Broadcom Linking Exception if unmodified",,,,,,,,,,,,,,,,,,,,,,,
"Broadcom Warranty Disclaimer","scancode://broadcom-linux-timer",,,,,,,,,,,,,,,,,,,,,,,
"Broadcom Proprietary","scancode://broadcom-proprietary",,,,,,,,,,,,,,,,,,,,,,,
"Broadcom Standard Terms","scancode://broadcom-standard-terms",,,,,,,,,,,,,,,,,,,,,,,
"Broadcom Unpublished Source License","scancode://broadcom-unpublished-source",,,,,,,,,,,,,,,,,,,,,,,
"scancode://broadcom-wiced","Broadcom WICED SDK License",,,,,,,,,,,,,,,,,,,,,,,
"scancode://broadleaf-fair-use","Broadleaf Fair Use License Agreement v1.0",,,,,,,,,,,,,,,,,,,,,,,
"Brocade Firmware License","scancode://brocade-firmware",,,,,,,,,,,,,,,,,,,,,,,
"Bruno Podetti License","scancode://bruno-podetti",,,,,,,,,,,,,,,,,,,,,,,
"BSD-1-Clause Build","scancode://bsd-1-clause-build",,,,,,,,,,,,,,,,,,,,,,,
"BSD 1988","scancode://bsd-1988",,,,,,,,,,,,,,,,,,,,,,,
"BSD-2-Clause-plus-advertizing","scancode://bsd-2-clause-plus-advertizing",,,,,,,,,,,,,,,,,,,,,,,
"BSD 3-Clause Devine","scancode://bsd-3-clause-devine",,,,,,,,,,,,,,,,,,,,,,,
"BSD 3-Clause No Change","scancode://bsd-3-clause-no-change",,,,,,,,,,,,,,,,,,,,,,,
"BSD 3-Clause Sun","scancode://bsd-3-clause-sun",,,,,,,,,,,,,,,,,,,,,,,
"scancode://bsd-ack-carrot2","BSD Acknowledgment (Carrot2) License",,,,,,,,,,,,,,,,,,,,,,,
"BSD Artwork","scancode://bsd-artwork",,,,,,,,,,,,,,,,,,,,,,,
"BSD Atmel License","scancode://bsd-atmel",,,,,,,,,,,,,,,,,,,,,,,
"scancode://bsd-axis-nomod","BSD-Axis without modification",,,,,,,,,,,,,,,,,,,,,,,
"BSD-Axis","scancode://bsd-axis",,,,,,,,,,,,,,,,,,,,,,,
"BSD-Credit","scancode://bsd-credit",,,,,,,,,,,,,,,,,,,,,,,
"BSD DPT","scancode://bsd-dpt",,,,,,,,,,,,,,,,,,,,,,,
"BSD-Export","scancode://bsd-export",,,,,,,,,,,,,,,,,,,,,,,
"BSD-InnoSys","scancode://bsd-innosys",,,,,,,,,,,,,,,,,,,,,,,
"BSD Intel License","scancode://bsd-intel",,,,,,,,,,,,,,,,,,,,,,,
"BSD-Mylex","scancode://bsd-mylex",,,,,,,,,,,,,,,,,,,,,,,
"BSD-Derivative","scancode://bsd-new-derivative",,,,,,,,,,,,,,,,,,,,,,,
"scancode://bsd-new-far-manager","BSD-3-Clause with Far Manager exception",,,,,,,,,,,,,,,,,,,,,,,
"scancode://bsd-new-nomod","BSD-3-Clause without notice modification",,,,,,,,,,,,,,,,,,,,,,,
"scancode://bsd-new-tcpdump","BSD-3-Clause tcpdump variant",,,,,,,,,,,,,,,,,,,,,,,
"BSD-2-Clause no disclaimer Unmod","scancode://bsd-no-disclaimer-unmodified",,,,,,,,,,,,,,,,,,,,,,,
"BSD-2-Clause no disclaimer","scancode://bsd-no-disclaimer",,,,,,,,,,,,,,,,,,,,,,,
"Madwifi License","scancode://bsd-no-mod",,,,,,,,,,,,,,,,,,,,,,,
"BSD-Original-Muscle","scancode://bsd-original-muscle",,,,,,,,,,,,,,,,,,,,,,,
"BSD-Original-UC-1986","scancode://bsd-original-uc-1986",,,,,,,,,,,,,,,,,,,,,,,
"BSD-Original-UC-1990","scancode://bsd-original-uc-1990",,,,,,,,,,,,,,,,,,,,,,,
"BSD plus modification notice","scancode://bsd-plus-mod-notice",,,,,,,,,,,,,,,,,,,,,,,
"BSD Simplified Darwin","scancode://bsd-simplified-darwin",,,,,,,,,,,,,,,,,,,,,,,
"BSD-Simplified Intel","scancode://bsd-simplified-intel",,,,,,,,,,,,,,,,,,,,,,,
"BSD-Simplified source","scancode://bsd-simplified-source",,,,,,,,,,,,,,,,,,,,,,,
"BSD 3-Clause with GPL reference","scancode://bsd-top-gpl-addition",,,,,,,,,,,,,,,,,,,,,,,
"BSD-Top","scancode://bsd-top",,,,,,,,,,,,,,,,,,,,,,,
"BSD Unchanged","scancode://bsd-unchanged",,,,,,,,,,,,,,,,,,,,,,,
"BSD Unmodified","scancode://bsd-unmodified",,,,,,,,,,,,,,,,,,,,,,,
"scancode://bsd-x11","BSD-3-Clause X11 disclaimer",,,,,,,,,,,,,,,,,,,,,,,
"scancode://bsl-1.0","Business Source License 1.0",,,,,,,,,,,,,,,,,,,,,,,
"scancode://bsl-1.1","Business Source License 1.1",,,,,,,,,,,,,,,,,,,,,,,
"BSLA","scancode://bsla",,,,,,,,,,,,,,,,,,,,,,,
"BugSense SDK License","scancode://bugsense-sdk",,,,,,,,,,,,,,,,,,,,,,,
"BYTEmark License","scancode://bytemark",,,,,,,,,,,,,,,,,,,,,,,
"bzip2 License","scancode://bzip2-libbzip-1.0.5",,,,,,,,,,,,,,,,,,,,,,,
"C-FSL 1.1","scancode://c-fsl-1.1",,,,,,,,,,,,,,,,,,,,,,,
"OGL Alberta 2.1","scancode://can-ogl-alberta-2.1",,,,,,,,,,,,,,,,,,,,,,,
"OGL British Columbia 2.0","scancode://can-ogl-british-columbia-2.0",,,,,,,,,,,,,,,,,,,,,,,
"OGL Nova Scotia 1.0","scancode://can-ogl-nova-scotia-1.0",,,,,,,,,,,,,,,,,,,,,,,
"OGL Ontario 1.0","scancode://can-ogl-ontario-1.0",,,,,,,,,,,,,,,,,,,,,,,
"OGL Toronto 1.0","scancode://can-ogl-toronto-1.0",,,,,,,,,,,,,,,,,,,,,,,
"Careware","scancode://careware",,,,,,,,,,,,,,,,,,,,,,,
"Carnegie Mellon Contributors","scancode://carnegie-mellon-contributors",,,,,,,,,,,,,,,,,,,,,,,
"Carnegie Mellon License","scancode://carnegie-mellon",,,,,,,,,,,,,,,,,,,,,,,
"Cavium malloc License","scancode://cavium-malloc",,,,,,,,,,,,,,,,,,,,,,,
"Cavium Targeted Hardware License","scancode://cavium-targeted-hardware",,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-2.0-UK","scancode://cc-by-2.0-uk",,,,,,,,,,,,,,,,,,,,,,,
