,,,,,,,,,,,,,,,,,,,,,,,,
"scancode://lgpl-2.1-rxtx","LGPL 2.1 with RXTX exception",,,,,,,,,,,,,,,,,,,,,,,
"scancode://lgpl-2.1-spell-checker","LGPL 2.1 or later with Spell-Checker exception",,,,,,,,,,,,,,,,,,,,,,,
"scancode://lgpl-3-plus-linking","LGPL 3.0 or later with Linking exception",,,,,,,,,,,,,,,,,,,,,,,
"scancode://lgpl-3.0-cygwin","LGPL 3.0 or later with Cygwin exception",,,,,,,,,,,,,,,,,,,,,,,
"scancode://lgpl-3.0-plus-openssl","LGPL 3.0 or later with OpenSSL exception",,,,,,,,,,,,,,,,,,,,,,,
"scancode://lgpl-3.0-zeromq","LGPL 3.0 with ZeroMQ exception",,,,,,,,,,,,,,,,,,,,,,,
"lha","scancode://lha",,,,,,,,,,,,,,,,,,,,,,,
"libcap License","scancode://libcap",,,,,,,,,,,,,,,,,,,,,,,
"Liberation Font Exception to GPL 2.0","scancode://liberation-font-exception",,,,,,,,,,,,,,,,,,,,,,,
"libgd License 2018","scancode://libgd-2018",,,,,,,,,,,,,,,,,,,,,,,
"libgeoTiff License","scancode://libgeotiff",,,,,,,,,,,,,,,,,,,,,,,
"LibMib License","scancode://libmib",,,,,,,,,,,,,,,,,,,,,,,
"libmng License 2007","scancode://libmng-2007",,,,,,,,,,,,,,,,,,,,,,,
"scancode://libpbm","PBM Library License",,,,,,,,,,,,,,,,,,,,,,,
"libselinux License","scancode://libselinux-pd",,,,,,,,,,,,,,,,,,,,,,,
"libsrv License v1.0.2","scancode://libsrv-1.0.2",,,,,,,,,,,,,,,,,,,,,,,
"Libtool Exception","scancode://libtool-exception",,,,,,,,,,,,,,,,,,,,,,,
"scancode://libwebsockets-exception","libwebsockets exception to LGPL 2.1",,,,,,,,,,,,,,,,,,,,,,,
"libzip License","scancode://libzip",,,,,,,,,,,,,,,,,,,,,,,
"license-file-reference","scancode://license-file-reference",,,,,,,,,,,,,,,,,,,,,,,
"Lil License v1","scancode://lil-1",,,,,,,,,,,,,,,,,,,,,,,
"LILO License","scancode://lilo",,,,,,,,,,,,,,,,,,,,,,,
"Linking exception to GPL 2.0 or later","scancode://linking-exception-2.0-plus",,,,,,,,,,,,,,,,,,,,,,,
"scancode://linking-exception-2.1-plus","Linking exception to LGPL 2.1 or later",,,,,,,,,,,,,,,,,,,,,,,
"Linking exception to AGPL 3.0","scancode://linking-exception-agpl-3.0",,,,,,,,,,,,,,,,,,,,,,,
"Linking exception to LGPL 2.0 or later","scancode://linking-exception-lgpl-2.0-plus",,,,,,,,,,,,,,,,,,,,,,,
"Linking exception to LGPL 3.0","scancode://linking-exception-lgpl-3.0",,,,,,,,,,,,,,,,,,,,,,,
"Linotype EULA","scancode://linotype-eula",,,,,,,,,,,,,,,,,,,,,,,
"scancode://linum","Linum Software License",,,,,,,,,,,,,,,,,,,,,,,
"Linux Device Drivers","scancode://linux-device-drivers",,,,,,,,,,,,,,,,,,,,,,,
"LinuxBIOS License","scancode://linuxbios",,,,,,,,,,,,,,,,,,,,,,,
"linuxhowtos License","scancode://linuxhowtos",,,,,,,,,,,,,,,,,,,,,,,
"LLGPL","scancode://llgpl",,,,,,,,,,,,,,,,,,,,,,,
"LLNL","scancode://llnl",,,,,,,,,,,,,,,,,,,,,,,
"LMBench exception to GPL 2.0","scancode://lmbench-exception-2.0",,,,,,,,,,,,,,,,,,,,,,,
"Logica OSL 1.0","scancode://logica-1.0",,,,,,,,,,,,,,,,,,,,,,,
"LSI Proprietary EULA","scancode://lsi-proprietary-eula",,,,,,,,,,,,,,,,,,,,,,,
"Lucre License","scancode://lucre",,,,,,,,,,,,,,,,,,,,,,,
"LumiSoft Mail Server License","scancode://lumisoft-mail-server",,,,,,,,,,,,,,,,,,,,,,,
"scancode://luxi","Bigelow & Holmes Luxi fonts license",,,,,,,,,,,,,,,,,,,,,,,
"Lyubinskiy dropdown License","scancode://lyubinskiy-dropdown",,,,,,,,,,,,,,,,,,,,,,,
"Lyubinskiy popup-window License","scancode://lyubinskiy-popup-window",,,,,,,,,,,,,,,,,,,,,,,
"LZMA SDK 2006 Exception","scancode://lzma-sdk-2006-exception",,,,,,,,,,,,,,,,,,,,,,,
"LZMA SDK 2006","scancode://lzma-sdk-2006",,,,,,,,,,,,,,,,,,,,,,,
"LZMA SDK 2008","scancode://lzma-sdk-2008",,,,,,,,,,,,,,,,,,,,,,,
"LZMA SDK Original","scancode://lzma-sdk-original",,,,,,,,,,,,,,,,,,,,,,,
"LZMA SDK Public Domain","scancode://lzma-sdk-pd",,,,,,,,,,,,,,,,,,,,,,,
"M+ Fonts license","scancode://m-plus",,,,,,,,,,,,,,,,,,,,,,,
"MadWifi Dual BSD-GPL","scancode://madwifi-dual",,,,,,,,,,,,,,,,,,,,,,,
"MAgPIE Exception to AGPL 3.0","scancode://magpie-exception-1.0",,,,,,,,,,,,,,,,,,,,,,,
"MakeHuman License","scancode://make-human-exception",,,,,,,,,,,,,,,,,,,,,,,
"MAME license","scancode://mame",,,,,,,,,,,,,,,,,,,,,,,
"Manfred Klein Fonts TOS","scancode://manfred-klein-fonts-tos",,,,,,,,,,,,,,,,,,,,,,,
"Martin Bergmeier License","scancode://martin-birgmeier",,,,,,,,,,,,,,,,,,,,,,,
"Marvell Firmware License","scancode://marvell-firmware",,,,,,,,,,,,,,,,,,,,,,,
"Matt Gallagher Attribution License","scancode://matt-gallagher-attribution",,,,,,,,,,,,,,,,,,,,,,,
"Matthew Kwan License","scancode://matthew-kwan",,,,,,,,,,,,,,,,,,,,,,,
"Matt Kruse License","scancode://mattkruse",,,,,,,,,,,,,,,,,,,,,,,
"MaxMind GeoLite2 EULA 2019","scancode://maxmind-geolite2-eula-2019",,,,,,,,,,,,,,,,,,,,,,,
"scancode://maxmind-odl","MaxMind Open Data License",,,,,,,,,,,,,,,,,,,,,,,
"McAfee Free License","scancode://mcafee-tou",,,,,,,,,,,,,,,,,,,,,,,
"MediaInfo(Lib) License","scancode://mediainfo-lib",,,,,,,,,,,,,,,,,,,,,,,
"scancode://melange","Melange Public License",,,,,,,,,,,,,,,,,,,,,,,
"Mentalis License","scancode://mentalis",,,,,,,,,,,,,,,,,,,,,,,
"scancode://merit-network-derivative","Merit Network Derivative Works License",,,,,,,,,,,,,,,,,,,,,,,
"Metrolink 1.0","scancode://metrolink-1.0",,,,,,,,,,,,,,,,,,,,,,,
"Michael Barr License","scancode://michael-barr",,,,,,,,,,,,,,,,,,,,,,,
"University of Michigan OSL","scancode://michigan-disclaimer",,,,,,,,,,,,,,,,,,,,,,,
"MS Enterprise Library EULA","scancode://microsoft-enterprise-library-eula",,,,,,,,,,,,,,,,,,,,,,,
"MS Windows Rally Development Kit License","scancode://microsoft-windows-rally-devkit",,,,,,,,,,,,,,,,,,,,,,,
"Mike95 License","scancode://mike95",,,,,,,,,,,,,,,,,,,,,,,
"Minecraft Mod License","scancode://minecraft-mod",,,,,,,,,,,,,,,,,,,,,,,
"Mini-XML exception to LGPL 2.0","scancode://mini-xml-exception-lgpl-2.0",,,,,,,,,,,,,,,,,,,,,,,
"scancode://mini-xml","LGPL 2.0 with Mini-XML exception",,,,,,,,,,,,,,,,,,,,,,,
"MIT Addition License","scancode://mit-addition",,,,,,,,,,,,,,,,,,,,,,,
"MIT License 1998","scancode://mit-license-1998",,,,,,,,,,,,,,,,,,,,,,,
"MIT Modern Variant","scancode://mit-modern",,,,,,,,,,,,,,,,,,,,,,,
"MIT Nagy Variant","scancode://mit-nagy",,,,,,,,,,,,,,,,,,,,,,,
"MIT no advertising with Export Control","scancode://mit-no-advert-export-control",,,,,,,,,,,,,,,,,,,,,,,
"MIT Old Style Spare","scancode://mit-old-style-sparse",,,,,,,,,,,,,,,,,,,,,,,
"MIT Old Style","scancode://mit-old-style",,,,,,,,,,,,,,,,,,,,,,,
"MIT Open Group","scancode://mit-open-group",,,,,,,,,,,,,,,,,,,,,,,
"MIT README License","scancode://mit-readme",,,,,,,,,,,,,,,,,,,,,,,
"MIT with Specification Disclaimer","scancode://mit-specification-disclaimer",,,,,,,,,,,,,,,,,,,,,,,
"MIT Synopsys License","scancode://mit-synopsys",,,,,,,,,,,,,,,,,,,,,,,
"MIT Taylor Variant","scancode://mit-taylor-variant",,,,,,,,,,,,,,,,,,,,,,,
"MIT Veillard Variant","scancode://mit-veillard-variant",,,,,,,,,,,,,,,,,,,,,,,
"MIT With Modification Obligations","scancode://mit-with-modification-obligations",,,,,,,,,,,,,,,,,,,,,,,
"MIT Xfig Variant","scancode://mit-xfig",,,,,,,,,,,,,,,,,,,,,,,
"mod_dav License 1.0","scancode://mod-dav-1.0",,,,,,,,,,,,,,,,,,,,,,,
"MonetDB 1.1","scancode://monetdb-1.1",,,,,,,,,,,,,,,,,,,,,,,
"scancode://motorola","Motorola Microprocessor License",,,,,,,,,,,,,,,,,,,,,,,
"Mozilla GC License","scancode://mozilla-gc",,,,,,,,,,,,,,,,,,,,,,,
"scancode://mozilla-ospl-1.0","Mozilla Open Software Patent License 1.0",,,,,,,,,,,,,,,,,,,,,,,
"MPEG-7 License","scancode://mpeg-7",,,,,,,,,,,,,,,,,,,,,,,
"scancode://mpeg-iso","MPEG-2 NBC MPEG-4 Audio ISO",,,,,,,,,,,,,,,,,,,,,,,
"MPEG SSG License","scancode://mpeg-ssg",,,,,,,,,,,,,,,,,,,,,,,
"scancode://ms-asp-net-ajax-supplemental-terms","MS Supplemental License - ASP.NET 2.0 AJAX EXT",,,,,,,,,,,,,,,,,,,,,,,
"MS ASP.NET MVC3","scancode://ms-asp-net-mvc3",,,,,,,,,,,,,,,,,,,,,,,
"MS ASP.NET MVC 4 Extensions","scancode://ms-asp-net-mvc4-extensions",,,,,,,,,,,,,,,,,,,,,,,
"MS ASP.NET MVC4","scancode://ms-asp-net-mvc4",,,,,,,,,,,,,,,,,,,,,,,
"MS ASP.NET Software License","scancode://ms-asp-net-software",,,,,,,,,,,,,,,,,,,,,,,
"MS ASP.NET Tools Pre-Release License","scancode://ms-asp-net-tools-pre-release",,,,,,,,,,,,,,,,,,,,,,,
"MS ASP.NET Web Optimization Framework","scancode://ms-asp-net-web-optimization-framework",,,,,,,,,,,,,,,,,,,,,,,
"MS ASP.NET Web Pages 2 License","scancode://ms-asp-net-web-pages-2",,,,,,,,,,,,,,,,,,,,,,,
"MS ASP.NET Web Pages Templates License","scancode://ms-asp-net-web-pages-templates",,,,,,,,,,,,,,,,,,,,,,,
"scancode://ms-capicom","Microsoft CAPICOM License",,,,,,,,,,,,,,,,,,,,,,,
"MS-CL","scancode://ms-cl",,,,,,,,,,,,,,,,,,,,,,,
"MS Control Spy 2.0","scancode://ms-control-spy-2.0",,,,,,,,,,,,,,,,,,,,,,,
"MS Developer Services Agreement 2018-06","scancode://ms-developer-services-agreement-2018-06",,,,,,,,,,,,,,,,,,,,,,,
"MS Developer Services Agreement","scancode://ms-developer-services-agreement",,,,,,,,,,,,,,,,,,,,,,,
"MS Device Emulator 3.0","scancode://ms-device-emulator-3.0",,,,,,,,,,,,,,,,,,,,,,,
"MS DirectX SDK EULA","scancode://ms-directx-sdk-eula",,,,,,,,,,,,,,,,,,,,,,,
"MS Entity Framework 4.1 License","scancode://ms-entity-framework-4.1",,,,,,,,,,,,,,,,,,,,,,,
"MS Entity Framework 5 License","scancode://ms-entity-framework-5",,,,,,,,,,,,,,,,,,,,,,,
"MS EULA for Windows Script Host","scancode://ms-eula-win-script-host",,,,,,,,,,,,,,,,,,,,,,,
"scancode://ms-exchange-server-2010-sp2-sdk","MS Exchange Server 2010 SP2 Web Services SDK",,,,,,,,,,,,,,,,,,,,,,,
"MS ILMerge License","scancode://ms-ilmerge",,,,,,,,,,,,,,,,,,,,,,,
"MS Invisible Computing EULA 1.0","scancode://ms-invisible-eula-1.0",,,,,,,,,,,,,,,,,,,,,,,
"MS JDBC Driver 4.0 for SQL Server","scancode://ms-jdbc-driver-40-sql-server",,,,,,,,,,,,,,,,,,,,,,,
"MS JDBC Driver 4.1 for SQL Server","scancode://ms-jdbc-driver-41-sql-server",,,,,,,,,,,,,,,,,,,,,,,
"MS JDBC Driver 6.0 for SQL Server","scancode://ms-jdbc-driver-60-sql-server",,,,,,,,,,,,,,,,,,,,,,,
"scancode://ms-kinext-win-sdk","MS Kinect for Windows SDK License",,,,,,,,,,,,,,,,,,,,,,,
"MS Limited Community License","scancode://ms-limited-community",,,,,,,,,,,,,,,,,,,,,,,
"MS Limited Public License","scancode://ms-limited-public",,,,,,,,,,,,,,,,,,,,,,,
"MS-LPL","scancode://ms-lpl",,,,,,,,,,,,,,,,,,,,,,,
"MS MSN WebGrease License","scancode://ms-msn-webgrease",,,,,,,,,,,,,,,,,,,,,,,
"MS Supplemental License - .NET Framework 4","scancode://ms-net-framework-4-supplemental-terms",,,,,,,,,,,,,,,,,,,,,,,
"MS .NET Framework Redistributable EULA","scancode://ms-net-framework-deployment",,,,,,,,,,,,,,,,,,,,,,,
"MS .NET Library License 2018-11","scancode://ms-net-library-2018-11",,,,,,,,,,,,,,,,,,,,,,,
"MS .NET Library License 2019-06","scancode://ms-net-library-2019-06",,,,,,,,,,,,,,,,,,,,,,,
"MS .NET Library License","scancode://ms-net-library",,,,,,,,,,,,,,,,,,,,,,,
"MS NT Resource Kit License","scancode://ms-nt-resource-kit",,,,,,,,,,,,,,,,,,,,,,,
"scancode://ms-nuget-package-manager","MS NuGet-Based Package Manager License",,,,,,,,,,,,,,,,,,,,,,,
"MS Nuget","scancode://ms-nuget",,,,,,,,,,,,,,,,,,,,,,,
"MS Office System Programs Software EULA","scancode://ms-office-system-programs-eula",,,,,,,,,,,,,,,,,,,,,,,
"MS Patent Promise for .NET","scancode://ms-patent-promise",,,,,,,,,,,,,,,,,,,,,,,
"MS-PL 1.1","scancode://ms-permissive-1.1",,,,,,,,,,,,,,,,,,,,,,,
"MS Platform SDK License","scancode://ms-platform-sdk",,,,,,,,,,,,,,,,,,,,,,,
"MS Reactive Extensions EULA","scancode://ms-reactive-extensions-eula",,,,,,,,,,,,,,,,,,,,,,,
"scancode://ms-refl","MS Reference License",,,,,,,,,,,,,,,,,,,,,,,
"MS Remote NDIS USB Kit EULA","scancode://ms-remote-ndis-usb-kit",,,,,,,,,,,,,,,,,,,,,,,
"MS Research Shared Source License","scancode://ms-research-shared-source",,,,,,,,,,,,,,,,,,,,,,,
"scancode://ms-rsl","MS Reference Source License",,,,,,,,,,,,,,,,,,,,,,,
"MS Silverlight 3 License","scancode://ms-silverlight-3",,,,,,,,,,,,,,,,,,,,,,,
"MS SQL Server Compact 4.0 License","scancode://ms-sql-server-compact-4.0",,,,,,,,,,,,,,,,,,,,,,,
"MS SQL Server Data Tools License","scancode://ms-sql-server-data-tools",,,,,,,,,,,,,,,,,,,,,,,
"SS-PL","scancode://ms-sspl",,,,,,,,,,,,,,,,,,,,,,,
"MS Sysinternals SLA","scancode://ms-sysinternals-sla",,,,,,,,,,,,,,,,,,,,,,,
"MS TrueType Fonts EULA","scancode://ms-ttf-eula",,,,,,,,,,,,,,,,,,,,,,,
"scancode://ms-visual-2008-runtime","MS Visual C++ 2008 Runtime Libraries License",,,,,,,,,,,,,,,,,,,,,,,
"scancode://ms-visual-2010-runtime","MS Visual C++ 2010 Runtime Libraries License",,,,,,,,,,,,,,,,,,,,,,,
"MS Visual Studio 2015 SDK","scancode://ms-visual-2015-sdk",,,,,,,,,,,,,,,,,,,,,,,
"MS Visual Studio 2017 Tools","scancode://ms-visual-studio-2017-tools",,,,,,,,,,,,,,,,,,,,,,,
"MS Visual Studio 2017","scancode://ms-visual-studio-2017",,,,,,,,,,,,,,,,,,,,,,,
"MS Visual Studio Code License","scancode://ms-visual-studio-code",,,,,,,,,,,,,,,,,,,,,,,
"MS Web Developer Tools 1.0","scancode://ms-web-developer-tools-1.0",,,,,,,,,,,,,,,,,,,,,,,
"MS Windows Driver Kit License","scancode://ms-windows-driver-kit",,,,,,,,,,,,,,,,,,,,,,,
"MS Windows Identity Foundation License","scancode://ms-windows-identity-foundation",,,,,,,,,,,,,,,,,,,,,,,
"MS Windows SDK Server 2008 .NET Framework 3.5","scancode://ms-windows-sdk-server-2008-net-3.5",,,,,,,,,,,,,,,,,,,,,,,
"scancode://ms-windows-sdk-win7-net-4","MS Windows SDK Windows7 .NET Framework 4",,,,,,,,,,,,,,,,,,,,,,,
"MS Windows Server 2003 DDK License","scancode://ms-windows-server-2003-ddk",,,,,,,,,,,,,,,,,,,,,,,
"scancode://ms-windows-server-2003-sdk","MS Windows Server 2003 SP1 Platform SDK License",,,,,,,,,,,,,,,,,,,,,,,
"scancode://ms-ws-routing-spec","MS WS Routing Specifications License",,,,,,,,,,,,,,,,,,,,,,,
"MSXML 4.0 EULA","scancode://ms-xml-core-4.0",,,,,,,,,,,,,,,,,,,,,,,
"scancode://msj-sample-code","MS Systems Journal Sample Code License",,,,,,,,,,,,,,,,,,,,,,,
"MSPPL","scancode://msppl",,,,,,,,,,,,,,,,,,,,,,,
"MicroType Express (MTX) License","scancode://mtx-licensing-statement",,,,,,,,,,,,,,,,,,,,,,,
"Mulan PSL v1.0 (En)","scancode://mulanpsl-1.0-en",,,,,,,,,,,,,,,,,,,,,,,
"Mulan PSL v2.0 (En)","scancode://mulanpsl-2.0-en",,,,,,,,,,,,,,,,,,,,,,,
"Mule Source PL 1.1.3","scancode://mule-source-1.1.3",,,,,,,,,,,,,,,,,,,,,,,
"Mule Source PL 1.1.4","scancode://mule-source-1.1.4",,,,,,,,,,,,,,,,,,,,,,,
"Mulle Kybernetik License","scancode://mulle-kybernetik",,,,,,,,,,,,,,,,,,,,,,,
"scancode://musl-exception","musl attribution exception",,,,,,,,,,,,,,,,,,,,,,,
"scancode://mx4j","MX4J License 1.0",,,,,,,,,,,,,,,,,,,,,,,
"MySQL Connector ODBC exception to GPL 2.0","scancode://mysql-connector-odbc-exception-2.0",,,,,,,,,,,,,,,,,,,,,,,
"MySQL FLOSS exception to GPL 2.0","scancode://mysql-floss-exception-2.0",,,,,,,,,,,,,,,,,,,,,,,
"MySQL linking exception 2018","scancode://mysql-linking-exception-2018",,,,,,,,,,,,,,,,,,,,,,,
"scancode://naist-2003","Nara Institute License 2003",,,,,,,,,,,,,,,,,,,,,,,
"NAnt exception to GPL 2.0 or later","scancode://nant-exception-2.0-plus",,,,,,,,,,,,,,,,,,,,,,,
"scancode://naughter","Naughter Software License",,,,,,,,,,,,,,,,,,,,,,,
"Nero EULA","scancode://nero-eula",,,,,,,,,,,,,,,,,,,,,,,
"Netcat License","scancode://netcat",,,,,,,,,,,,,,,,,,,,,,,
"NetComponents License","scancode://netcomponents",,,,,,,,,,,,,,,,,,,,,,,
"scancode://netron","Netron Project License",,,,,,,,,,,,,,,,,,,,,,,
"scancode://network-time-protocol","Duplicate Network Time Protocol License",,,,,,,,,,,,,,,,,,,,,,,
"New Relic License","scancode://new-relic",,,,,,,,,,,,,,,,,,,,,,,
"Newlib Historical License","scancode://newlib-historical",,,,,,,,,,,,,,,,,,,,,,,
"Newran License","scancode://newran",,,,,,,,,,,,,,,,,,,,,,,
"Newton-King CLA","scancode://newton-king-cla",,,,,,,,,,,,,,,,,,,,,,,
"nexB EULA for SaaS 1.1.0","scancode://nexb-eula-saas-1.1.0",,,,,,,,,,,,,,,,,,,,,,,
"nexB SSLA 1.1.0","scancode://nexb-ssla-1.1.0",,,,,,,,,,,,,,,,,,,,,,,
"Nice License","scancode://nice",,,,,,,,,,,,,,,,,,,,,,,
"NICTA Exception to AGPL","scancode://nicta-exception",,,,,,,,,,,,,,,,,,,,,,,
"scancode://nicta-psl","NICTA Public Software Licence 1.0",,,,,,,,,,,,,,,,,,,,,,,
"Niels Ferguson License","scancode://niels-ferguson",,,,,,,,,,,,,,,,,,,,,,,
"Nilsson Historical License","scancode://nilsson-historical",,,,,,,,,,,,,,,,,,,,,,,
"Node License","scancode://node-js",,,,,,,,,,,,,,,,,,,,,,,
"Nokia Qt Exception to LGPL 2.1","scancode://nokia-qt-exception-1.1",,,,,,,,,,,,,,,,,,,,,,,
"NVPL 4.0","scancode://non-violent-4.0",,,,,,,,,,,,,,,,,,,,,,,
"Nonexclusive License","scancode://nonexclusive",,,,,,,,,,,,,,,,,,,,,,,
"Nortel DASA License","scancode://nortel-dasa",,,,,,,,,,,,,,,,,,,,,,,
"Notre Dame License","scancode://notre-dame",,,,,,,,,,,,,,,,,,,,,,,
"NRL permission","scancode://nrl-permission",,,,,,,,,,,,,,,,,,,,,,,
"NTLM License","scancode://ntlm",,,,,,,,,,,,,,,,,,,,,,,
"NTP Origin License","scancode://ntpl-origin",,,,,,,,,,,,,,,,,,,,,,,
"Numerical Recipes Notice","scancode://numerical-recipes-notice",,,,,,,,,,,,,,,,,,,,,,,
"NUnit v2 License","scancode://nunit-v2",,,,,,,,,,,,,,,,,,,,,,,
"NVIDIA 2002 License","scancode://nvidia-2002",,,,,,,,,,,,,,,,,,,,,,,
"scancode://nvidia-cuda-supplement-2020","CUDA Toolkit Supplement to SLA for NVIDIA SDKs",,,,,,,,,,,,,,,,,,,,,,,
"scancode://nvidia-gov","NVIDIA License with Government Qualifications",,,,,,,,,,,,,,,,,,,,,,,
"NVIDIA SDK EULA v0.11","scancode://nvidia-sdk-eula-v0.11",,,,,,,,,,,,,,,,,,,,,,,
"NVIDIA License","scancode://nvidia",,,,,,,,,,,,,,,,,,,,,,,
"scancode://nwhm","Non White Heterosexual Male",,,,,,,,,,,,,,,,,,,,,,,
"NYSL 0.9982","scancode://nysl-0.9982",,,,,,,,,,,,,,,,,,,,,,,
"O Young Jong License","scancode://o-young-jong",,,,,,,,,,,,,,,,,,,,,,,
"Oasis IPR Policy License 2014","scancode://oasis-ipr-policy-2014",,,,,,,,,,,,,,,,,,,,,,,
"scancode://oasis-ws-security-spec","Oasis WS Security Specification License",,,,,,,,,,,,,,,,,,,,,,,
"scancode://ocb-non-military-2013","OCB for Non-MilitarySoftware Implementations2013",,,,,,,,,,,,,,,,,,,,,,,
"OCB for OpenSource 2013","scancode://ocb-open-source-2013",,,,,,,,,,,,,,,,,,,,,,,
"scancode://ocb-patent-openssl-2013","OCB Patent License for OpenSSL 2013",,,,,,,,,,,,,,,,,,,,,,,
"scancode://oclc-1.0","OCLC Research Public License 1.0",,,,,,,,,,,,,,,,,,,,,,,
"OCSL 1.0","scancode://ocsl-1.0",,,,,,,,,,,,,,,,,,,,,,,
"ODC-By","scancode://odc-1.0",,,,,,,,,,,,,,,,,,,,,,,
"scancode://ogc-2006","OGC Software Notice 2006",,,,,,,,,,,,,,,,,,,,,,,
"OGC Document Notice 2020","scancode://ogc-document-2020",,,,,,,,,,,,,,,,,,,,,,,
"scancode://ogc","OGC Software Notice",,,,,,,,,,,,,,,,,,,,,,,
"OKL license","scancode://okl",,,,,,,,,,,,,,,,,,,,,,,
"Open Diameter License","scancode://open-diameter",,,,,,,,,,,,,,,,,,,,,,,
"scancode://open-group","Open Group Public License",,,,,,,,,,,,,,,,,,,,,,,
"OpenBD exception to GPL 3.0","scancode://openbd-exception-3.0",,,,,,,,,,,,,,,,,,,,,,,
"OpenJDK Classpath exception to GPL 2.0","scancode://openjdk-classpath-exception-2.0",,,,,,,,,,,,,,,,,,,,,,,
"OpenJDK Exception","scancode://openjdk-exception",,,,,,,,,,,,,,,,,,,,,,,
"scancode://openmap","OpenMap Software License Agreement",,,,,,,,,,,,,,,,,,,,,,,
"scancode://openmarket-fastcgi","FastCGI License for Spec Implementation",,,,,,,,,,,,,,,,,,,,,,,
"scancode://openmotif-exception-2.0-plus","Open Motif exception to GPL 2.0 or later",,,,,,,,,,,,,,,,,,,,,,,
"OpenNETCF Shared Source License","scancode://opennetcf-shared-source",,,,,,,,,,,,,,,,,,,,,,,
"scancode://openorb-1.0","OpenORB Community License 1.0",,,,,,,,,,,,,,,,,,,,,,,
"OpenPBS 2.3","scancode://openpbs-2.3",,,,,,,,,,,,,,,,,,,,,,,
"scancode://openpub","Open Publication License 1.0",,,,,,,,,,,,,,,,,,,,,,,
"OpenSAML License v1","scancode://opensaml-1.0",,,,,,,,,,,,,,,,,,,,,,,
"OpenSSL exception to AGPL 3.0 or later","scancode://openssl-exception-agpl-3.0-plus",,,,,,,,,,,,,,,,,,,,,,,
"OpenSSL exception to AGPL 3.0","scancode://openssl-exception-agpl-3.0",,,,,,,,,,,,,,,,,,,,,,,
"OpenSSL exception to GPL 2.0 or later","scancode://openssl-exception-gpl-2.0-plus",,,,,,,,,,,,,,,,,,,,,,,
"OpenSSL exception to GPL 2.0","scancode://openssl-exception-gpl-2.0",,,,,,,,,,,,,,,,,,,,,,,
"OpenSSL exception to GPL 3.0 or later","scancode://openssl-exception-gpl-3.0-plus",,,,,,,,,,,,,,,,,,,,,,,
"OpenSSL exception to LGPL 2.0 or later","scancode://openssl-exception-lgpl-2.0-plus",,,,,,,,,,,,,,,,,,,,,,,
"OpenSSL exception to LGPL 3.0 or later","scancode://openssl-exception-lgpl-3.0-plus",,,,,,,,,,,,,,,,,,,,,,,
"OpenSSL exception to MongoDB SSPL","scancode://openssl-exception-mongodb-sspl",,,,,,,,,,,,,,,,,,,,,,,
"Patent Disclaimer for OpenSSL","scancode://openssl-nokia-psk-contribution",,,,,,,,,,,,,,,,,,,,,,,
"OpenVPN-AS EULA","scancode://openvpn-as-eula",,,,,,,,,,,,,,,,,,,,,,,
"Opera EULA 2018","scancode://opera-eula-2018",,,,,,,,,,,,,,,,,,,,,,,
"Opera EULA EEA 2018","scancode://opera-eula-eea-2018",,,,,,,,,,,,,,,,,,,,,,,
"Opera Widget License 1.0","scancode://opera-widget-1.0",,,,,,,,,,,,,,,,,,,,,,,
"scancode://opl-1.0","OpenContent License 1.0",,,,,,,,,,,,,,,,,,,,,,,
"scancode://oracle-bcl-javaee","Oracle BCL for Java EE Technologies",,,,,,,,,,,,,,,,,,,,,,,
"Oracle BCL for JavaSE and JavaFX 2012","scancode://oracle-bcl-javase-javafx-2012",,,,,,,,,,,,,,,,,,,,,,,
"Oracle BCL for Java SE and JavaFX 2013","scancode://oracle-bcl-javase-javafx-2013",,,,,,,,,,,,,,,,,,,,,,,
"Oracle BCL for Java SE and JavaFX 2013 Restricted","scancode://oracle-bcl-javase-platform-javafx-2013",,,,,,,,,,,,,,,,,,,,,,,
"Oracle BCL for Java SE and JavaFX 2017 Restricted","scancode://oracle-bcl-javase-platform-javafx-2017",,,,,,,,,,,,,,,,,,,,,,,
"scancode://oracle-bcl-jsse-1.0.3","Oracle BCL for JSSE 1.0.3 for CDC 1.0.2",,,,,,,,,,,,,,,,,,,,,,,
"scancode://oracle-code-samples-bsd","Oracle Code Samples BSD-Style License",,,,,,,,,,,,,,,,,,,,,,,
"Oracle Commercial Database License 11g2","scancode://oracle-commercial-database-11g2",,,,,,,,,,,,,,,,,,,,,,,
"scancode://oracle-devtools-vsnet-dev","Oracle DevTools for Visual Studio .NET Development",,,,,,,,,,,,,,,,,,,,,,,
"Oracle Entitlement 5 plus 15","scancode://oracle-entitlement-05-15",,,,,,,,,,,,,,,,,,,,,,,
"scancode://oracle-java-ee-sdk-2010","OTN Developer License for JAVA EE SDK",,,,,,,,,,,,,,,,,,,,,,,
"Oracle Master Agreement (OMA)","scancode://oracle-master-agreement",,,,,,,,,,,,,,,,,,,,,,,
"Oracle MySQL FOSS exception to GPL 2.0","scancode://oracle-mysql-foss-exception-2.0",,,,,,,,,,,,,,,,,,,,,,,
"Oracle OpenJDK classpath exception to GPL 2.0","scancode://oracle-openjdk-classpath-exception-2.0",,,,,,,,,,,,,,,,,,,,,,,
"OTN for Oracle Java SE 2019","scancode://oracle-otn-javase-2019",,,,,,,,,,,,,,,,,,,,,,,
